,Alturas,Arleta,Arvin,Auburn,Bakersfield,Bakersfield Southwest,Barstow,Bell Gardens,Bellflower,Bishop,Blythe,Brawley,Carmichael,Chico,Chula Vista,Clovis,Coalinga,Colusa,Compton,Concord,Corte Madera,Costa Mesa,Crescent City,Culver City,Daly City,Davis,Delano,El Cajon,El Centro,El Cerrito,El Monte,Eureka,Fairfield,Fall River Mills,Folsom,Fontana,Fontana Commercial Drive Test Center,Fort Bragg,Fremont,Fresno,Fresno Commercial Drive Test Center,Fresno North,Fullerton,Garberville,Gardena Commercial Drive Test Center,Gilroy,Glendale,Goleta,Grass Valley,Hanford,Hawthorne,Hayward,Hemet,Hollister,Hollywood,Indio,Jackson,King City,Lake Isabella,Lakeport,Lancaster,Lincoln Park,Lodi,Lompoc,Long Beach,Los Angeles,Los Banos,Los Gatos,Madera,Manteca,Mariposa,Mendota,Merced,Modesto,Montebello,Mt Shasta,Napa,Needles,Newhall,Norco,Novato,Oakland,Oceanside,Oroville,Oxnard,Palm Desert,Palm Springs,Pasadena,Paso Robles,Petaluma,Pittsburg,Placerville,Pleasanton,Pomona,Porterville,Poway,Quincy,Rancho Cucamonga,Rancho San Diego Industry Business Center,Red Bluff,Redding,Redlands,Redwood City,Reedley,Ridgecrest,Riverside,Riverside East,Rocklin,Roseville,Sacramento,Sacramento South,Salinas,San Andreas,San Bernardino,San Clemente,San Diego,San Diego Clairemont,San Francisco,San Jose,San Luis Obispo,San Marcos,San Mateo,San Pedro,San Ysidro,Santa Ana,Santa Barbara,Santa Clara,Santa Monica,Santa Paula,Santa Rosa,Santa Teresa,Seaside,Shafter,Simi Valley,Sonora,South Lake Tahoe,Stockton,Susanville,Taft,Temecula,Thousand Oaks,Torrance,Tracy,Truckee,Tulare,Tulelake,Turlock,Twentynine Palms,Ukiah,Vacaville,Vallejo,Van Nuys,Ventura,Victorville,Visalia,Watsonville,Weaverville,West Covina,West Hollywood,West Sacramento Commercial Drive Test Center,Westminster,Whittier,Willows,Winnetka,Woodland,Yreka,Yuba City
Sonora,6882.433333333333,7861.266666666666,5525.266666666666,2431.1,5084.866666666667,5093.45,8275.95,8457.0,8612.116666666667,4199.283333333334,12262.316666666668,12142.683333333332,2085.133333333333,4050.2,11418.566666666668,2636.75,3184.733333333333,3442.983333333333,8539.15,2503.6666666666665,3251.133333333333,9139.7,11233.8,8336.3,3179.3,2434.766666666667,4377.133333333333,11249.233333333334,12474.566666666668,2988.483333333333,8434.8,8257.15,2821.65,6747.183333333333,1981.0833333333333,8728.5,8760.716666666667,6100.216666666666,2776.883333333333,2547.133333333333,2677.9666666666667,2505.4,8786.233333333334,6986.016666666666,8509.733333333334,2914.7833333333333,8055.066666666667,7047.55,3086.516666666667,3311.9333333333334,8485.7,2673.9333333333334,9580.533333333333,2750.7166666666667,8202.016666666666,10507.766666666666,1209.95,3969.15,6974.666666666667,4487.766666666666,7055.216666666666,8256.016666666666,1487.1833333333334,6528.9,8712.766666666666,8317.466666666667,1860.0166666666667,3133.616666666667,1999.7833333333333,1228.15,1212.85,2176.233333333333,1219.1833333333334,1067.1833333333334,8407.716666666667,7763.083333333333,3144.9666666666667,11727.466666666667,7536.55,9114.1,3505.85,2934.4333333333334,10456.533333333333,3641.35,7758.033333333334,10305.15,10055.433333333332,8438.9,4618.866666666667,3792.5666666666666,2232.95,2104.65,2244.5333333333333,8998.766666666666,4253.95,10879.05,5005.483333333334,8871.133333333333,11337.716666666667,4855.983333333334,5671.433333333333,8926.266666666666,3157.05,3138.866666666667,6983.233333333334,8947.283333333333,9049.3,2234.0666666666666,2259.3,2077.4166666666665,2059.65,3246.733333333333,801.9,8770.1,9690.8,11243.866666666667,11090.383333333333,3040.1666666666665,2969.05,5525.933333333333,10517.5,3341.883333333333,8751.833333333334,11622.883333333333,9043.516666666666,6827.183333333333,2981.55,8346.783333333333,7631.95,4148.266666666666,3213.05,3610.016666666667,4685.883333333333,7569.8,0.0,2755.8166666666666,1340.1,5327.333333333333,5028.133333333333,9824.8,7819.066666666667,8605.616666666667,1539.8333333333333,3610.1833333333334,3715.9,8195.266666666666,1125.0833333333333,9995.85,5080.083333333333,2847.15,2920.4333333333334,7943.516666666666,7542.966666666666,8289.7,3627.75,3270.8166666666666,6730.883333333333,8601.366666666667,8187.0,2195.383333333333,8891.216666666667,8568.05,3990.616666666667,7855.216666666666,2563.95,8409.583333333334,3050.2166666666667
South Lake Tahoe,4690.833333333333,9096.0,8003.5,1972.1833333333334,7563.1,7571.683333333333,8270.0,9676.45,9845.05,3770.5666666666666,12160.816666666668,12428.583333333334,2063.6833333333334,3874.5,11892.933333333332,5049.866666666667,5588.233333333334,3356.5666666666666,9852.133333333333,4088.983333333333,3848.266666666667,10333.366666666667,10000.833333333334,9571.033333333333,4017.616666666667,2575.4666666666667,6855.366666666667,11706.183333333332,12720.066666666668,4460.916666666667,9543.066666666668,8081.45,3340.9333333333334,4558.433333333333,1828.35,9210.966666666667,9243.183333333332,6237.116666666667,4387.816666666667,5085.9,5198.483333333334,4971.133333333333,9979.9,7122.916666666667,9851.216666666667,4883.15,9289.8,9462.716666666667,2597.4333333333334,5802.833333333333,9720.433333333332,4284.866666666667,10014.5,4742.45,9436.75,10793.683333333332,1744.1,5960.883333333333,6697.0,4624.666666666667,8155.3,9550.916666666666,2455.8166666666666,8944.066666666668,9956.75,9552.2,3912.7,4744.55,4557.083333333333,2931.4666666666667,3782.516666666667,4590.916666666667,3776.483333333333,3035.8166666666666,9587.783333333333,5814.133333333333,3770.7,11207.633333333333,8771.283333333333,9596.566666666668,4791.2,4519.733333333334,10930.9,3358.95,9813.716666666667,10591.066666666668,10435.566666666668,9397.816666666668,7022.35,4545.866666666667,3818.266666666667,1293.9833333333333,3855.4666666666667,9586.966666666667,6738.35,11336.016666666666,2410.7,9353.6,11794.683333333332,4680.283333333334,5092.25,9360.233333333334,4767.983333333334,5575.366666666667,6656.85,9429.75,9515.35,2071.6833333333334,2104.25,2223.0666666666666,2262.8166666666666,5238.466666666666,2138.6666666666665,9204.066666666668,10725.2,11718.233333333334,11564.75,3878.483333333333,4579.983333333334,7929.433333333333,10974.416666666666,4238.433333333333,10096.0,12097.25,10215.033333333333,9242.35,4592.483333333334,9581.516666666666,9431.333333333334,4325.75,4748.8,5601.733333333334,7164.116666666667,9180.833333333334,2638.25,0.0,2706.5666666666666,3084.266666666667,7443.3,10292.033333333333,9430.1,9840.35,3166.633333333333,978.0666666666667,6196.55,5955.583333333333,3181.133333333333,10141.583333333334,5216.983333333334,3041.866666666667,3720.133333333333,9178.25,9695.966666666667,8471.5,6108.383333333333,5239.183333333333,6150.166666666667,9700.15,9421.733333333334,2336.0666666666666,10084.883333333333,9753.983333333334,4028.6666666666665,9264.833333333334,2700.85,6598.766666666666,2874.516666666667
Stockton,7117.2,8070.916666666667,5873.766666666666,1725.4,5433.35,5441.95,8624.433333333332,8666.65,8821.766666666666,5572.2,12610.816666666668,12338.716666666667,1198.3666666666666,3139.05,11614.6,3020.2833333333333,3314.2,2422.866666666667,8748.8,1382.4,2129.866666666667,9349.366666666667,10341.033333333333,8545.966666666667,2081.616666666667,1411.5833333333333,4725.616666666667,11445.266666666666,12670.616666666667,1867.2166666666667,8644.45,7366.15,1504.4,5836.016666666666,1275.3833333333334,8924.55,8956.75,5080.083333333333,1681.25,2930.6833333333334,3061.5,2888.9333333333334,8995.9,5965.9,8719.4,2258.7833333333333,8264.716666666667,7192.3,2380.8333333333335,3629.366666666667,8695.35,1578.3,9776.566666666668,2290.75,8411.666666666666,10703.816666666668,1052.15,3509.2,7358.216666666666,3467.65,7238.6,8465.666666666666,317.28333333333336,6673.666666666667,8922.433333333332,8527.133333333333,1583.3166666666666,2037.9666666666667,2383.3166666666666,266.75,2156.55,2320.516666666667,1557.5666666666666,674.2333333333333,8617.366666666667,6870.333333333333,1916.3833333333334,12416.316666666668,7746.216666666666,9310.133333333333,2384.5833333333335,1813.1666666666667,10652.583333333334,2730.2,7902.8,10501.183333333332,10251.483333333334,8633.483333333334,4675.733333333334,2671.3166666666666,1111.6833333333334,1605.95,1148.8833333333334,9113.85,4637.5,11075.1,4094.3333333333335,9067.183333333332,11533.75,3956.65,4778.666666666667,9122.3,2061.4166666666665,3522.4166666666665,7366.783333333334,9143.316666666668,9245.35,1453.55,1432.8833333333334,1045.4333333333334,916.9333333333333,2786.7833333333333,955.6833333333333,8966.15,9900.466666666667,11439.9,11286.433333333332,1942.4666666666667,1873.4,5582.816666666667,10713.55,2246.233333333333,8961.483333333334,11818.933333333332,9253.166666666666,6971.95,1885.9,8556.433333333332,7776.7,2831.016666666667,2042.2333333333333,3150.05,5034.383333333333,7773.1,1393.2833333333333,2877.766666666667,0.0,5257.333333333333,5172.9,10020.833333333334,8022.383333333333,8815.283333333333,460.06666666666666,3660.0333333333333,4099.433333333333,7627.566666666667,962.2833333333333,10275.766666666666,4059.9666666666667,1529.9166666666667,1799.1833333333334,8153.183333333333,7687.716666666666,8569.6,4011.2833333333333,2614.8333333333335,5838.133333333333,8811.016666666666,8396.65,1172.1833333333334,9100.866666666667,8777.716666666667,2970.483333333333,8058.516666666666,1543.8333333333333,7516.833333333333,2139.0666666666666
Susanville,2027.6166666666666,11489.733333333334,10446.766666666666,3574.383333333333,10006.366666666667,10014.95,10663.733333333334,12070.183333333332,12238.783333333333,6192.7,14325.033333333333,14822.316666666668,4079.633333333333,2261.016666666667,14286.666666666666,7493.133333333333,8366.183333333332,3255.8333333333335,12245.866666666667,5613.383333333333,5341.533333333334,12727.1,6919.033333333334,11964.766666666666,5510.883333333333,4061.133333333333,9298.633333333333,14099.916666666666,15113.8,5954.183333333333,11936.8,5610.4,4834.2,1476.6333333333334,3982.1833333333334,11604.7,11636.916666666666,5804.25,6443.883333333333,7529.166666666667,7641.75,7414.4,12373.633333333333,5459.766666666666,12244.95,7385.366666666667,11683.533333333333,12229.0,3047.4,8246.1,12114.166666666666,6236.066666666667,12408.233333333334,7417.333333333333,11830.483333333334,13187.416666666666,4758.783333333334,8635.766666666666,9090.733333333334,4883.933333333333,10549.033333333333,11944.65,4952.9,11710.35,12350.483333333334,11945.933333333332,6709.9,7039.416666666667,7181.233333333334,5393.316666666667,6406.666666666667,7357.683333333333,6400.633333333333,5757.566666666667,11981.516666666666,2732.3333333333335,5263.966666666666,13046.766666666666,11165.016666666666,11990.3,6152.033333333334,6041.85,13324.633333333333,2515.8166666666666,12207.45,12984.8,12829.3,11791.55,9802.3,5847.333333333333,5911.166666666667,4248.15,6130.666666666667,11980.7,9181.616666666667,13729.75,1137.8833333333334,11747.333333333334,14188.416666666666,2210.2,2422.2166666666667,11753.966666666667,5908.483333333334,8018.633333333333,9050.583333333334,11823.483333333334,11909.083333333334,3859.1,3806.75,4113.6,4236.966666666666,7913.35,5134.816666666667,11597.8,13118.933333333332,14111.966666666667,13958.483333333334,5371.75,6874.85,10709.383333333333,13368.15,5731.7,12489.733333333334,14490.983333333334,12608.766666666666,12008.633333333333,6863.7,11975.25,11825.066666666668,5552.4,7064.516666666666,8276.616666666667,9607.383333333333,11574.566666666668,5262.4,3137.7166666666667,5140.216666666666,0.0,10209.583333333334,12685.766666666666,11823.833333333334,12234.083333333334,5600.283333333334,2151.95,8639.816666666668,2975.2166666666667,6047.166666666667,12535.316666666668,5148.816666666667,4535.133333333333,5213.4,11571.983333333334,12089.7,10865.233333333334,8551.65,7741.4,3519.766666666667,12093.883333333333,11815.466666666667,4126.083333333333,12478.616666666667,12147.716666666667,2951.85,11658.566666666668,3926.3166666666666,3516.9666666666667,3136.383333333333
Taft,11854.166666666666,2928.3166666666666,920.7333333333333,6728.583333333333,755.0333333333333,632.35,3559.65,3524.05,3679.1666666666665,5412.533333333334,7546.016666666666,7196.116666666667,6288.05,8271.166666666666,6472.0,2816.15,1955.4166666666667,7554.983333333334,3606.2,5906.0,6487.35,4206.75,15473.15,3403.35,6030.816666666667,6543.7,1236.35,6302.666666666667,7528.0,6179.283333333334,3501.85,12498.25,6636.516666666666,10968.133333333333,6278.566666666667,3781.9333333333334,3814.15,10212.2,5472.433333333333,2781.9166666666665,2684.8166666666666,2893.616666666667,3853.2833333333333,11098.0,3576.7833333333333,4356.116666666667,3122.116666666667,2021.2333333333333,7384.016666666666,2088.95,3552.75,5670.35,4633.966666666666,3984.25,3269.0666666666666,5561.2,5710.95,3161.75,3010.733333333333,8599.75,2096.0,3323.0666666666666,5425.6,2423.7,3779.8166666666666,3384.516666666667,3598.25,5107.383333333333,3071.133333333333,4910.566666666667,4241.716666666666,2834.7,3828.133333333333,4513.166666666667,3474.766666666667,12002.433333333332,6547.3,7351.533333333334,2603.6,4167.533333333334,6409.15,6051.583333333333,5509.966666666666,7862.3,2731.7166666666667,5358.583333333333,5108.866666666667,3490.866666666667,1978.5,6695.883333333333,5635.283333333334,6452.666666666667,5563.05,3971.233333333333,1728.4333333333334,5932.483333333334,9226.45,3924.5666666666666,6391.15,9088.75,9910.783333333333,3979.7,5587.983333333334,2514.85,3019.2833333333333,4000.7166666666667,4102.733333333334,6516.15,6495.483333333334,6177.55,6049.033333333334,4235.516666666666,5504.183333333333,3823.5333333333333,4757.85,6297.3,6143.816666666667,6191.016666666666,5026.5,2276.05,5570.933333333333,5769.683333333333,3818.883333333333,6676.316666666667,4110.566666666667,1800.8666666666666,5210.666666666667,3413.8333333333335,2605.633333333333,7010.65,4832.283333333334,4513.25,710.05,2614.233333333333,5055.633333333333,7588.4,5145.783333333334,10299.066666666668,0.0,4878.233333333334,3149.3166666666666,3672.6666666666665,4966.366666666667,8442.133333333333,1852.85,12759.683333333332,4252.066666666667,5133.15,9192.066666666668,6662.016666666666,6322.766666666666,3010.5666666666666,2516.65,3427.0,2104.25,4512.766666666666,10970.25,3668.4166666666665,3254.05,6304.3,3958.266666666667,3635.1,8102.6,3097.15,6675.95,12648.933333333332,7271.183333333333
Temecula,14260.616666666667,2395.883333333333,4307.65,11589.383333333333,4750.033333333334,4715.9,2780.133333333333,1793.8333333333333,1704.6833333333334,6643.316666666667,4160.683333333333,2816.7166666666667,11148.833333333334,13131.95,1610.5166666666667,7271.833333333333,6816.2,12415.766666666666,1819.75,10766.8,11348.15,1562.15,19711.233333333334,2161.016666666667,10891.616666666667,11404.483333333334,5520.1,1423.7333333333333,2770.55,11040.083333333334,1747.5666666666666,17359.05,11497.316666666668,14268.833333333334,11139.366666666667,1197.35,1133.7166666666667,15073.0,10333.233333333334,7274.916666666667,7149.35,7379.783333333334,1444.8166666666666,15958.8,1900.2833333333333,9216.916666666666,2120.85,4752.783333333334,12244.8,6544.616666666667,2015.3,10531.15,520.2833333333333,8845.05,2115.4166666666665,1869.2833333333333,10571.733333333334,8022.533333333334,3718.1666666666665,13460.55,2843.133333333333,1962.45,10286.383333333333,5684.1,1721.4833333333333,1989.9833333333333,8459.033333333333,9968.183333333332,7838.75,9771.366666666667,8871.416666666666,7695.483333333334,8655.616666666667,9373.966666666667,1819.5666666666666,15524.533333333333,11408.1,5335.333333333333,2657.8,926.9166666666666,11269.95,10912.383333333333,648.5,12723.1,3454.65,1667.5,1572.05,1837.95,6879.016666666666,11556.666666666666,10496.083333333334,11313.45,10423.85,1281.25,5821.566666666667,1053.5666666666666,12573.366666666667,1218.5166666666667,1512.2166666666667,13949.55,14771.583333333334,1059.2333333333333,10448.783333333333,6956.483333333334,3759.4166666666665,877.1333333333333,802.1166666666667,11376.933333333332,11356.266666666666,11038.333333333334,10909.833333333334,9096.3,10315.916666666666,1119.8,1026.5333333333333,1435.8166666666666,1282.35,11051.816666666668,9887.283333333333,6648.366666666667,692.0166666666667,10630.483333333334,1976.1166666666666,1814.85,1405.2833333333333,4520.016666666666,10071.466666666667,2253.65,3500.9333333333334,11871.45,9693.066666666668,9374.033333333333,5143.116666666667,2892.9166666666665,9867.45,10440.85,10006.583333333334,12794.666666666666,4891.6,0.0,2993.6666666666665,1954.05,9827.15,11139.9,6270.45,15646.583333333334,9112.85,2668.6833333333334,14052.866666666667,11522.816666666668,11183.566666666668,2369.483333333333,3597.2833333333333,2034.0833333333333,6404.733333333334,9373.55,15831.033333333333,1606.6833333333334,2139.85,11165.083333333334,1542.8333333333333,1656.15,12963.4,2539.6,11536.733333333334,16309.166666666666,12131.966666666667
Thousand Oaks,13412.983333333334,704.8833333333333,2415.383333333333,9607.433333333332,2798.133333333333,2755.1666666666665,3193.266666666667,1263.3166666666666,1418.4333333333334,5795.683333333333,6220.2,5566.816666666667,9166.9,11150.016666666666,4042.25,5279.3,4834.266666666666,10433.833333333334,1336.2,8784.85,9484.816666666668,1946.0333333333333,18352.0,969.75,9028.3,9422.55,3568.1833333333334,4088.616666666667,5708.583333333333,9176.75,1244.2166666666667,15377.116666666667,9515.366666666667,13421.183333333332,9157.416666666666,1978.2166666666667,2038.7833333333333,13091.05,8469.916666666666,5282.4,5156.833333333333,5387.266666666666,1592.5666666666666,13976.85,1281.5166666666667,7353.583333333333,864.3333333333334,1778.5666666666666,10262.866666666667,4552.1,1178.9666666666667,8667.833333333334,2960.9333333333334,6981.733333333334,923.8666666666667,3931.9166666666665,8589.8,5907.883333333333,3185.866666666667,11478.6,1465.75,1062.3333333333333,8304.45,2709.9,1509.3166666666666,1084.0166666666667,6477.1,8104.85,5846.216666666666,7789.433333333333,6878.9,5713.55,6663.083333333333,7392.016666666666,1214.0333333333333,14676.9,9426.15,6934.95,764.2166666666667,2122.8333333333335,9406.616666666667,9049.05,3312.616666666667,10741.15,522.7166666666667,3729.2833333333333,3479.5833333333335,1175.7666666666667,4560.583333333333,9693.35,8514.133333333333,9331.516666666666,8441.9,1713.6166666666666,3869.6666666666665,3739.1833333333334,11725.733333333334,1822.2,4174.816666666667,11967.616666666667,12789.633333333333,2350.4,8585.466666666667,4963.966666666666,3194.4166666666665,2194.116666666667,2356.8333333333335,9395.0,9374.333333333334,9056.4,8927.9,6981.55,8323.4,2216.9666666666667,2497.133333333333,3867.55,3714.0833333333335,9188.483333333334,8023.966666666666,3674.1666666666665,3490.766666666667,8767.15,1422.9666666666667,4246.583333333333,1849.8333333333333,1545.8,8208.133333333333,845.9333333333333,800.85,10008.116666666667,7829.75,7259.383333333333,3150.6,261.4166666666667,7874.916666666667,9593.2,8024.633333333333,11947.016666666666,3121.9666666666667,2941.233333333333,0.0,1335.1666666666667,7845.216666666666,10292.266666666666,4301.966666666666,14798.95,7130.916666666667,4351.883333333333,12070.916666666666,9540.866666666667,9201.633333333333,625.4166666666666,623.0833333333334,2542.233333333333,4452.833333333333,7433.883333333333,13849.1,1410.7833333333333,900.7,9183.15,1697.5333333333333,1374.3833333333334,10981.45,469.6333333333333,9554.8,15461.533333333333,10150.033333333333
Torrance,13837.016666666666,816.3166666666667,3150.15,10413.833333333334,3559.4666666666667,3540.9333333333334,3024.45,373.8,295.95,6219.716666666666,5501.9,4730.216666666666,9973.283333333333,11956.4,2908.4666666666667,6078.383333333333,5640.65,11240.216666666667,191.06666666666666,9591.25,10172.6,801.7,19158.4,371.9166666666667,9716.066666666668,10228.933333333332,4329.533333333334,2954.8333333333335,4684.05,9864.533333333333,649.1333333333333,16183.5,10321.766666666666,13845.233333333334,9963.816666666668,1364.7833333333333,1393.3333333333333,13897.45,9157.683333333332,6081.466666666666,5955.9,6186.35,545.5,14783.25,153.55,8041.366666666667,588.5833333333334,3112.0833333333335,11069.25,5351.183333333333,164.6,9355.6,1987.5333333333333,7669.5,425.7,3213.633333333333,9396.183333333332,7219.366666666667,3651.5,12285.0,1957.6833333333334,466.28333333333336,9110.833333333334,4043.4,258.55,331.4,7283.483333333334,8792.633333333333,6645.3,8595.816666666668,7677.966666666666,6519.933333333333,7462.166666666667,8198.416666666666,475.5833333333333,15100.933333333332,10232.55,6502.0,1098.65,1155.3666666666666,10094.4,9736.833333333334,2178.8166666666666,11547.55,1813.95,3011.0,2761.2833333333333,719.4833333333333,6075.866666666667,10381.116666666667,9320.533333333333,10137.9,9248.3,1003.0166666666667,4631.0,2605.4,12149.766666666666,1195.8333333333333,3041.0333333333333,12774.0,13596.033333333333,1708.9166666666667,9273.233333333334,5763.033333333334,3618.4666666666667,1359.3166666666666,1509.5,10201.383333333333,10180.716666666667,9862.8,9734.283333333333,7920.75,9122.466666666667,1620.0833333333333,1363.3333333333333,2733.766666666667,2580.2833333333333,9876.266666666666,8711.733333333334,5007.666666666667,2356.983333333333,9454.933333333332,153.43333333333334,3112.7833333333333,715.5333333333333,2879.3166666666666,8895.916666666666,463.1666666666667,1922.7666666666667,10695.9,8517.516666666666,8570.883333333333,3949.6666666666665,1252.2333333333333,8674.0,10017.25,8831.033333333333,12371.066666666668,3716.05,1916.7,1352.9666666666667,0.0,8651.616666666667,10716.3,5079.883333333333,15222.983333333334,7937.3,3707.15,12877.316666666668,10347.266666666666,10008.016666666666,758.6166666666667,1956.6,2278.4,5214.166666666667,8198.0,14655.483333333334,758.2,444.35,9989.55,531.3333333333334,500.98333333333335,11787.85,898.95,10361.183333333332,15885.566666666668,10956.416666666666
Tracy,7576.266666666666,7891.85,5694.7,2184.4666666666667,5254.283333333334,5262.883333333333,8445.366666666667,8487.583333333334,8642.7,5617.85,12431.75,12159.65,1657.4333333333334,3598.116666666667,11435.533333333333,2967.0666666666666,3135.133333333333,2881.9333333333334,8569.733333333334,972.6666666666666,1720.1333333333334,9170.3,10800.1,8366.9,1639.3166666666666,1870.65,4546.566666666667,11266.2,12491.55,1457.4833333333333,8465.383333333333,7825.216666666666,1751.3333333333333,6295.083333333333,1734.45,8745.483333333334,8777.683333333332,5354.05,1238.95,2826.383333333333,2953.9666666666667,2854.3,8816.833333333334,6237.433333333333,8540.333333333334,1980.1,8085.65,7013.233333333334,2839.9,3450.3,8516.283333333333,1136.0,9597.5,2111.7,8232.6,10524.75,1511.2166666666667,3330.133333333333,7217.083333333333,3638.366666666667,7059.533333333334,8286.6,776.35,6494.6,8743.366666666667,8348.066666666668,1404.25,1595.6666666666667,2402.6833333333334,321.06666666666666,2202.2,2141.45,1567.2833333333333,710.3666666666667,8438.3,7329.4,1613.9666666666667,12237.25,7567.15,9131.066666666668,1974.85,1403.4166666666667,10473.516666666666,3189.25,7723.733333333334,10322.116666666667,10072.416666666666,8454.416666666666,4496.666666666667,2261.5666666666666,701.95,2065.016666666667,706.5833333333334,8934.783333333333,4502.95,10896.033333333333,4553.4,8888.116666666667,11354.683333333332,4415.716666666666,5237.733333333334,8943.233333333334,1619.1166666666666,3417.3166666666666,7225.65,8964.25,9066.283333333333,1912.6166666666666,1891.95,1504.5,1376.0,2607.7166666666667,1414.75,8787.083333333334,9721.4,11260.833333333334,11107.366666666667,1500.1666666666667,1431.1,5403.75,10534.483333333334,1803.9333333333334,8782.416666666666,11639.866666666667,9074.1,6792.883333333333,1443.6,8377.366666666667,7597.633333333333,2576.35,1599.9333333333334,2890.1666666666665,4855.316666666667,7594.033333333334,1592.8,3336.8333333333335,459.55,5716.4,4993.833333333333,9841.766666666666,7843.316666666667,8636.216666666667,0.0,4119.1,3964.883333333333,8086.633333333333,987.65,10096.7,4230.683333333333,1988.9833333333333,1389.4333333333334,7974.116666666667,7508.65,8390.533333333333,3876.733333333333,2336.15,6297.2,8631.966666666667,8217.583333333334,1631.25,8921.8,8598.65,3429.55,7879.45,2002.9,7975.9,2598.133333333333
Truckee,3974.6666666666665,9799.183333333332,8706.683333333332,1842.6,8266.283333333333,8274.866666666667,8973.183333333332,10379.633333333333,10548.233333333334,4473.766666666666,12864.0,13131.783333333333,2431.15,2997.5666666666666,12596.116666666667,5753.05,6454.733333333334,2911.3166666666666,10555.316666666668,4450.766666666666,4178.916666666667,11036.55,9026.15,10274.233333333334,4348.283333333334,2906.133333333333,7558.55,12409.383333333333,13423.266666666666,4791.566666666667,10246.266666666666,7187.516666666666,3671.5833333333335,3583.75,2231.4,9914.15,9946.366666666667,5935.4,5180.9,5789.1,5901.666666666667,5674.316666666667,10683.083333333334,6686.383333333333,10554.4,5739.883333333333,9992.983333333334,10329.2,1674.7833333333333,6506.033333333334,10423.616666666667,5077.95,10717.683333333332,5608.933333333333,10139.933333333332,11496.883333333333,2610.6,6827.383333333333,7400.2,4495.983333333334,8858.483333333334,10254.1,3237.3,9810.55,10659.933333333332,10255.4,4779.183333333333,5537.766666666666,5423.316666666667,3725.9166666666665,4648.75,5457.416666666667,4642.716666666666,3902.3,10290.983333333334,4839.45,4101.35,11916.266666666666,9474.466666666667,10299.75,5121.85,4879.25,11634.083333333334,2384.2833333333333,10516.9,11294.25,11138.75,10101.0,7888.85,4876.533333333334,4611.483333333334,2168.9666666666667,4648.55,10290.166666666666,7441.533333333334,12039.216666666667,1436.0333333333333,10056.783333333333,12497.866666666667,3787.3166666666666,4117.566666666667,10063.416666666666,4745.866666666667,6278.566666666667,7360.033333333334,10132.933333333332,10218.533333333333,2114.7833333333333,2228.5,2648.633333333333,2723.016666666667,6104.966666666666,3005.15,9907.266666666666,11428.383333333333,12421.416666666666,12267.933333333332,4209.133333333333,5373.2,8795.916666666666,11677.616666666667,4569.083333333333,10799.183333333332,12800.433333333332,10918.216666666667,10108.833333333334,5385.7,10284.7,10134.516666666666,4656.4,5542.033333333334,6468.233333333334,7867.316666666667,9884.016666666666,3504.483333333333,989.5166666666667,3499.7833333333333,2109.5833333333335,8309.8,10995.216666666667,10133.3,10543.55,3959.866666666667,0.0,6899.733333333334,4980.9,4047.616666666667,10844.766666666666,4927.916666666667,3372.516666666667,4050.7833333333333,9881.45,10399.15,9174.683333333332,6811.583333333333,6095.933333333333,5175.483333333334,10403.333333333334,10124.916666666666,2666.733333333333,10788.066666666668,10457.166666666666,3286.4666666666667,9968.016666666666,3025.633333333333,5624.083333333333,2429.25
