,Alturas,Arleta,Arvin,Auburn,Bakersfield,Bakersfield Southwest,Barstow,Bell Gardens,Bellflower,Blythe,Brawley,Carmichael,Chico,Chula Vista,Clovis,Coalinga,Compton,Concord,Corte Madera,Costa Mesa,Crescent City,Culver City,Daly City,Davis,Delano,El Cajon,El Centro,El Cerrito,El Monte,Eureka,Fairfield,Fall River Mills,Folsom,Fontana,Fontana Commercial Drive Test Center,Fort Bragg,Fremont,Fresno,Fresno Commercial Drive Test Center,Fresno North,Fullerton,Garberville,Gardena Commercial Drive Test Center,Gilroy,Glendale,Goleta,Grass Valley,Hanford,Hawthorne,Hayward,Hemet,Hollister,Hollywood,Indio,Jackson,King City,Lake Isabella,Lakeport,Lancaster,Lincoln Park,Lodi,Lompoc,Long Beach,Los Angeles,Los Banos,Los Gatos,Madera,Manteca,Mariposa,Mendota,Merced,Modesto,Montebello,Mt Shasta,Napa,Needles,Newhall,Norco,Novato,Oakland,Oceanside,Oroville,Oxnard,Palm Desert,Palm Springs,Pasadena,Paso Robles,Petaluma,Pittsburg,Placerville,Pleasanton,Pomona,Porterville,Poway,Quincy,Rancho Cucamonga,Rancho San Diego Industry Business Center,Red Bluff,Redding,Redlands,Redwood City,Reedley,Ridgecrest,Riverside,Riverside East,Rocklin,Roseville,Sacramento,Sacramento South,Salinas,San Andreas,San Bernardino,San Clemente,San Diego,San Diego Clairemont,San Francisco,San Jose,San Luis Obispo,San Marcos,San Mateo,San Pedro,San Ysidro,Santa Ana,Santa Barbara,Santa Clara,Santa Monica,Santa Paula,Santa Rosa,Santa Teresa,Seaside,Shafter,Simi Valley,Sonora,South Lake Tahoe,Stockton,Susanville,Taft,Temecula,Thousand Oaks,Torrance,Tracy,Truckee,Tulare,Tulelake,Turlock,Twentynine Palms,Ukiah,Vacaville,Vallejo,Van Nuys,Ventura,Victorville,Visalia,Watsonville,Weaverville,West Covina,West Hollywood,West Sacramento Commercial Drive Test Center,Westminster,Whittier,Willows,Winnetka,Woodland,Yreka,Yuba City
Ridgecrest,,389.32,271.43,754.18,250.0,308.77,423.07,505.85,560.65,887.85,1467.75,726.82,913.48,698.88,480.6,709.17,513.05,744.8,778.65,634.92,2054.88,504.88,728.57,706.68,275.6,776.5,1405.32,713.27,508.4,1768.07,718.68,,718.73,527.52,542.75,1598.25,680.7,436.63,423.23,432.8,568.25,1781.43,516.1,550.38,454.22,764.35,1479.17,569.3,524.5,672.25,681.67,675.78,500.65,788.45,4317.18,1477.67,57.12,1679.0,286.43,481.72,811.33,1553.0,550.88,463.95,490.73,704.55,607.5,706.8,655.57,564.82,503.2,575.57,507.65,1153.17,799.18,1341.85,443.6,573.23,793.38,700.23,616.92,867.72,687.52,799.2,704.85,441.55,1046.67,839.13,750.42,797.73,713.02,487.32,547.07,767.03,,491.4,3521.27,1618.57,991.4,578.78,691.38,571.13,0,522.17,567.42,736.07,751.38,671.68,690.95,821.88,3800.2,536.88,584.62,721.1,745.82,725.57,627.38,1471.72,650.52,713.35,529.95,695.68,581.3,719.52,663.45,502.22,608.25,889.4,605.97,829.85,373.98,536.08,1421.53,1333.05,715.83,,390.57,680.05,614.4,521.3,898.82,867.85,445.65,3727.02,604.93,793.28,1472.25,805.65,759.3,420.55,674.53,675.35,438.53,799.72,3820.62,525.67,476.2,666.32,611.53,555.45,1644.12,447.15,709.37,3749.9,759.08
Riverside,1333.68,212.72,419.23,743.73,328.05,356.82,233.75,191.12,177.98,269.97,494.22,716.37,903.03,331.07,528.65,403.95,200.75,729.42,730.2,159.88,2028.2,221.23,673.93,684.73,323.65,346.4,418.12,708.17,184.95,1314.53,750.23,2261.6,708.28,127.08,99.02,1144.72,652.15,484.68,471.28,480.85,130.88,1327.9,184.73,557.75,194.8,407.92,1452.48,626.18,201.53,662.82,215.75,629.33,195.43,215.22,4306.73,670.02,474.32,1628.97,417.07,171.93,694.52,625.5,182.02,175.5,547.62,642.17,655.55,668.27,712.45,538.13,551.25,623.62,155.38,1103.72,807.2,977.83,218.23,101.12,755.93,687.5,257.47,857.27,337.07,192.32,230.82,201.25,563.22,782.83,747.97,787.28,723.57,112.78,603.95,353.67,1247.5,116.87,368.18,1591.88,964.72,143.32,629.93,544.45,498.45,0,58.0,725.62,740.93,661.23,680.5,642.43,2333.4,81.88,191.73,301.97,306.45,677.32,593.45,613.27,272.07,651.9,234.3,357.15,133.63,371.98,604.22,215.97,381.58,782.88,604.52,682.67,430.87,257.8,1372.08,1246.9,551.5,1210.9,471.03,330.25,325.95,216.0,708.18,857.4,493.7,2237.57,661.82,449.05,1018.72,838.08,777.68,210.1,313.08,299.13,486.58,728.82,2367.08,159.87,197.1,655.87,162.45,162.38,1617.43,239.08,698.92,1535.27,748.63
Riverside East,1348.57,355.12,459.1,783.07,376.75,405.52,274.27,319.18,312.15,314.77,545.42,755.7,942.37,219.22,577.35,443.28,334.92,905.67,906.45,338.28,2065.85,355.4,850.18,724.07,372.35,247.57,469.32,884.42,335.77,1361.42,926.48,2276.48,747.62,303.33,302.72,1191.6,828.4,533.38,519.98,529.55,265.05,1374.78,318.9,734.0,336.02,596.17,1490.13,666.05,335.7,839.07,214.4,805.58,329.6,226.7,4346.07,804.18,608.48,1602.35,551.23,306.1,733.85,759.67,333.3,303.75,587.48,818.42,704.25,707.6,752.32,575.78,599.95,672.32,343.45,1150.6,983.45,956.65,352.4,140.98,932.18,863.75,232.63,896.6,465.18,203.8,242.3,335.42,697.38,959.08,924.22,826.62,899.82,172.58,643.82,240.83,1262.38,169.43,280.35,1629.53,1002.37,150.35,806.18,582.1,632.62,53.7,0,764.95,780.27,700.57,719.83,818.68,2361.55,258.13,325.9,186.4,242.62,853.57,769.7,747.43,175.22,828.15,368.47,205.32,280.1,500.23,780.47,350.13,538.98,959.13,780.77,858.92,470.73,426.88,1418.97,1227.85,590.83,1225.78,510.37,98.43,454.2,350.17,747.52,896.73,542.4,2271.82,701.68,441.17,1065.6,1014.33,953.93,367.35,514.33,475.38,535.28,905.07,2381.97,332.98,331.27,695.2,308.97,296.55,1655.08,388.67,738.25,1581.25,787.97
Rocklin,585.4,766.2,695.53,52.43,585.77,626.95,1394.73,787.6,808.68,975.95,1286.9,125.2,328.72,1044.47,468.78,607.35,776.08,153.3,238.47,880.67,1410.85,721.92,221.27,130.43,611.07,1069.57,1260.75,166.65,760.43,671.02,142.27,1513.32,155.8,868.65,896.5,567.23,218.63,424.82,425.42,435.98,884.12,692.38,784.13,335.48,715.65,774.53,190.47,492.48,794.62,212.92,1400.47,377.82,751.22,960.5,253.55,500.57,2231.87,536.63,814.62,735.88,197.0,,825.62,744.98,523.65,314.73,505.68,213.55,553.75,553.92,449.38,294.5,778.68,451.35,259.68,2310.03,751.13,1410.02,254.42,188.98,905.02,340.57,834.28,1238.15,1114.18,766.98,504.62,291.32,217.52,207.2,292.2,813.27,590.25,1073.22,499.22,852.07,2219.45,377.67,390.3,924.45,277.28,560.23,2256.0,936.3,1115.88,0,49.57,92.65,165.68,390.92,,901.03,858.73,1009.83,1046.0,213.98,271.67,581.72,999.62,274.47,813.7,959.87,803.65,730.22,263.13,712.62,928.07,327.43,306.15,448.15,637.17,761.82,1443.6,571.23,164.8,462.62,679.67,1171.82,1476.43,796.33,262.38,261.28,511.83,1525.2,378.12,1498.27,419.15,206.27,191.33,748.45,856.25,1437.0,487.6,421.27,588.8,776.9,755.5,106.15,876.23,833.47,433.22,752.18,132.78,538.08,196.63
Roseville,544.45,644.1,608.78,89.37,515.78,574.55,858.85,733.35,776.43,1064.55,1644.45,152.3,353.97,928.22,446.38,583.58,723.0,223.77,322.22,860.27,1422.25,724.5,287.93,162.47,556.38,1017.17,1582.02,241.05,699.18,682.42,188.47,1472.37,159.52,824.22,827.18,620.98,280.38,370.22,383.02,383.58,768.03,703.78,725.55,397.23,683.65,785.93,267.53,655.08,739.92,273.67,917.37,424.1,671.73,965.15,260.58,546.85,869.47,548.03,862.22,674.08,225.75,,749.9,683.73,351.25,368.48,467.38,250.58,501.35,530.15,283.98,422.1,723.43,476.6,313.43,1777.63,659.25,820.1,338.17,250.52,896.62,365.82,846.17,975.9,881.55,713.52,550.9,362.72,271.27,214.23,319.8,767.02,572.85,1067.08,458.27,786.62,2279.58,402.92,415.55,887.95,340.25,536.47,893.6,827.13,891.58,56.25,0,114.47,166.73,489.67,,846.22,818.98,880.47,890.17,291.73,341.42,628.0,917.22,346.22,741.98,934.3,787.87,741.62,327.23,723.12,784.95,401.72,374.9,493.63,574.77,764.85,860.9,530.28,201.83,421.67,655.9,924.22,820.18,732.37,299.42,220.33,459.43,1484.25,380.72,969.98,493.95,281.33,245.08,651.2,850.0,884.6,434.32,453.5,614.05,720.45,664.98,138.18,807.98,749.08,458.47,690.93,164.82,563.33,208.67
Sacramento,516.43,564.47,529.15,144.02,436.15,494.92,779.22,653.72,696.8,984.92,1564.82,95.97,206.68,848.58,366.75,530.32,643.37,162.73,237.9,780.63,1328.03,644.87,235.62,92.55,476.75,937.53,1502.38,176.0,619.55,588.2,120.15,1444.35,74.65,744.58,747.55,543.42,202.82,290.58,303.38,303.95,688.4,609.57,645.92,319.67,604.02,691.72,285.37,575.45,660.28,239.73,837.73,369.93,592.1,885.52,164.02,492.68,789.83,453.82,782.58,594.45,143.18,,670.27,604.1,271.62,290.92,387.75,168.02,421.72,476.88,204.35,342.47,643.8,329.32,228.12,1698.0,579.62,740.47,253.85,194.42,816.98,211.6,766.53,896.27,801.92,633.88,496.73,306.4,193.7,161.67,269.92,687.38,493.22,995.18,430.25,706.98,2043.48,248.7,268.27,808.32,276.72,483.2,813.97,747.5,811.95,134.08,132.68,0,45.0,412.1,,766.58,739.35,800.83,810.53,231.42,294.1,573.83,837.58,281.9,662.35,854.67,708.23,647.4,249.67,643.48,705.32,357.82,297.33,416.07,495.13,685.22,781.27,542.2,119.27,393.65,602.63,844.58,740.55,652.73,216.85,232.25,379.8,1456.23,301.08,890.35,416.38,143.77,159.77,571.57,770.37,804.97,354.68,375.93,459.83,640.82,585.35,60.62,728.35,669.45,304.25,611.3,87.25,416.05,144.03
Sacramento South,546.25,546.35,471.03,179.55,461.17,500.55,841.1,655.62,677.13,1016.8,1626.7,127.85,233.57,892.33,368.63,542.2,650.08,194.77,269.93,790.52,1360.85,659.9,267.65,111.38,383.63,915.53,1564.27,208.03,650.43,621.02,152.18,1474.17,122.23,758.15,762.48,603.23,262.63,316.63,289.27,315.83,690.28,642.38,669.13,379.48,622.25,724.53,317.25,362.33,683.58,271.77,840.62,408.83,652.68,917.4,207.83,531.58,851.72,486.63,704.47,627.75,145.15,,673.92,606.98,333.5,350.73,269.63,206.75,338.6,488.77,219.2,164.35,655.68,356.2,260.15,1759.88,605.63,745.18,285.88,226.45,837.87,241.42,798.42,928.15,863.8,663.77,535.63,338.43,253.52,191.48,301.95,705.27,440.1,918.3,460.07,740.35,2067.3,278.52,295.15,797.73,308.75,383.08,875.85,754.3,815.35,173.43,164.57,54.8,0,471.92,,769.47,771.23,862.72,872.42,263.45,326.13,612.73,839.47,313.93,681.7,886.55,709.33,680.22,309.48,669.83,737.2,389.85,357.15,475.88,442.02,714.1,843.15,566.08,124.65,423.47,549.52,839.0,772.43,668.33,306.85,256.13,359.68,1486.05,222.97,952.23,476.2,203.58,191.8,579.58,802.25,866.85,371.57,435.75,489.65,673.98,642.5,89.53,750.23,704.47,334.07,624.18,145.87,442.93,190.92
Salinas,1285.23,454.15,467.83,532.7,414.05,437.35,837.9,570.68,625.48,884.78,1464.68,491.35,559.5,763.72,335.43,774.0,577.88,300.85,303.48,699.75,1503.65,569.72,210.22,403.92,310.43,841.33,1402.25,264.1,573.23,763.82,319.52,2213.15,498.57,689.95,709.67,660.03,227.35,283.43,256.07,281.63,633.08,785.18,580.93,82.9,519.05,391.28,575.98,359.13,589.33,216.78,837.42,130.62,565.48,785.38,4134.2,133.55,675.98,629.43,701.27,546.55,589.8,460.88,615.72,528.78,165.57,199.38,386.43,599.63,480.4,330.57,261.02,401.15,572.48,999.18,374.02,1597.87,512.43,728.98,317.22,260.07,772.67,548.4,513.4,796.13,860.6,585.4,173.6,384.12,310.32,608.28,273.28,628.07,436.9,831.87,1199.05,647.15,2019.28,590.53,638.33,734.53,172.22,379.88,698.75,677.92,723.17,522.77,521.37,448.52,480.45,0,2298.22,692.63,740.37,785.93,810.65,240.27,139.93,270.53,836.27,190.18,594.78,760.52,646.13,394.67,185.28,567.05,571.05,420.23,130.98,78.13,438.82,600.92,839.95,1179.07,506.67,1162.45,546.32,835.8,580.42,586.13,384.65,564.72,356.48,2133.03,359.77,949.03,511.95,394.37,306.73,485.38,552.23,740.18,368.37,89.32,1537.63,590.5,541.03,439.23,676.37,620.28,621.05,511.98,454.2,984.83,478.9
San Andreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,184.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,1351.92,210.37,431.55,745.42,349.2,377.97,207.62,188.77,214.58,229.07,517.87,718.05,904.72,310.37,549.8,405.63,204.25,735.07,735.85,183.42,2027.03,216.08,679.58,686.42,344.8,325.7,441.77,713.82,136.77,1285.55,755.88,2279.83,709.97,92.73,92.7,1115.73,657.8,505.83,492.43,502.0,155.95,1298.92,199.97,563.4,202.67,365.57,1451.32,638.5,211.33,668.47,246.47,634.98,190.0,174.82,4308.42,633.58,416.45,1590.22,425.63,160.9,696.2,589.07,214.4,158.15,559.93,647.82,676.7,669.95,724.77,536.97,572.4,644.77,172.85,1074.73,812.85,956.45,216.8,138.43,761.58,693.15,236.77,858.95,294.58,151.92,190.42,172.87,526.78,788.48,753.62,788.97,729.22,130.43,616.27,332.97,1265.73,122.52,347.48,1590.72,963.55,63.55,635.58,543.28,439.22,83.28,117.45,727.3,742.62,662.92,682.18,648.08,2295.58,0,171.03,281.27,285.75,682.97,599.1,516.83,251.37,657.55,231.87,336.45,125.23,329.63,609.87,211.53,368.38,788.53,610.17,688.32,443.18,257.27,1343.1,1226.7,553.18,1229.13,407.72,337.32,283.6,219.57,709.87,859.08,514.85,2208.58,674.13,434.65,989.73,843.73,783.33,228.75,343.73,304.78,507.73,734.47,2316.0,132.67,191.67,657.55,172.25,191.5,1616.27,258.73,700.6,1551.83,750.32
San Clemente,1326.18,193.5,424.32,756.15,341.97,370.73,322.35,171.9,159.98,440.73,367.63,728.78,915.45,185.77,542.57,416.37,178.47,702.83,703.62,114.62,2004.77,204.22,647.35,697.15,337.57,201.1,291.53,681.58,188.3,1277.95,723.65,2254.1,720.7,261.68,279.33,1108.13,625.57,498.6,485.2,494.77,110.58,1291.32,171.43,531.17,175.58,388.7,1429.05,631.27,188.23,636.23,330.72,602.75,174.13,374.98,4319.15,656.72,461.02,1628.88,403.77,149.63,706.93,612.2,154.65,151.28,552.7,615.58,669.47,680.68,717.53,514.7,565.17,637.53,162.62,1067.13,780.62,1143.63,204.93,176.88,729.35,660.92,112.17,869.68,317.85,352.08,390.58,187.95,549.92,756.25,721.38,799.7,696.98,235.57,609.03,208.37,1240.0,244.63,222.88,1568.45,941.28,294.68,603.35,521.02,485.15,229.53,236.75,738.03,753.35,673.65,692.92,615.85,2381.98,254.2,0,156.67,161.15,650.73,566.87,599.97,126.77,625.32,192.13,332.02,89.05,352.77,577.63,194.67,362.37,756.3,577.93,656.08,435.95,238.58,1335.5,1432.02,563.92,1203.4,483.45,266.97,306.73,202.7,720.6,869.82,507.62,2200.98,666.9,663.17,982.13,811.5,751.1,190.88,293.87,327.92,500.5,702.23,2356.43,185.52,175.8,668.28,128.28,149.08,1594.0,219.87,711.33,1518.23,761.05
San Diego,1365.82,429.87,676.05,1067.88,593.7,622.47,574.08,408.27,443.35,752.52,632.42,1040.57,1227.23,238.17,794.35,728.15,431.87,954.62,955.4,379.08,2123.92,455.95,899.13,1008.93,589.35,79.78,536.32,933.37,421.15,1309.1,975.43,2293.73,1032.48,518.1,535.75,1139.28,877.35,750.38,736.98,746.55,340.97,1322.47,431.85,782.95,445.62,585.12,1548.2,883.05,443.95,888.02,582.5,854.53,439.55,628.17,4630.93,853.13,539.75,1698.52,670.18,404.05,1018.72,808.62,411.58,412.7,804.48,867.37,921.25,992.47,969.32,642.33,816.95,889.32,430.58,1171.77,1032.4,1071.53,461.35,428.67,981.13,912.7,291.58,1181.47,514.13,603.87,642.37,438.13,746.33,1008.03,973.17,1111.48,948.77,431.98,860.82,110.72,1279.63,499.05,110.3,1687.6,1060.43,521.1,855.13,640.17,562.52,449.02,488.53,1049.82,1065.13,985.43,1004.7,867.63,2378.8,473.85,307.23,0,37.35,902.52,818.65,736.38,132.1,877.1,472.7,225.43,318.22,549.18,829.42,455.08,587.93,1008.08,829.72,907.87,687.73,476.82,1440.13,1338.35,875.7,1243.03,566.08,139.0,503.15,459.12,1032.38,1181.6,777.4,2305.62,918.68,634.5,1013.28,1063.28,1002.88,434.3,563.28,524.33,752.28,954.02,2313.73,434.42,432.95,980.07,356.07,419.52,1713.15,448.28,1023.12,1590.5,1072.83
San Diego Clairemont,1389.08,331.75,488.33,948.8,411.33,440.1,441.72,300.38,338.68,423.1,264.53,900.38,1533.35,112.02,640.47,1125.5,319.93,797.3,818.52,223.25,2125.67,294.15,725.25,870.95,472.15,151.08,188.43,781.3,336.98,1289.55,824.55,2317.0,923.6,276.68,282.42,1119.73,704.45,596.5,583.1,592.67,188.55,1302.92,312.68,682.72,289.8,426.75,1549.95,611.32,308.78,732.12,245.73,778.12,257.13,442.35,1470.67,666.87,528.48,1687.25,467.77,230.63,1524.83,592.2,262.42,327.53,623.07,685.48,693.82,889.8,1317.9,650.6,757.52,710.58,253.17,1170.73,1440.98,1104.85,308.93,312.25,863.25,758.82,148.17,1570.95,351.72,419.45,363.1,271.72,569.92,886.92,818.12,1468.78,,280.57,674.4,103.85,1302.9,365.87,136.13,1689.35,1062.18,257.87,687.25,641.92,551.25,292.68,230.13,943.18,1571.25,871.77,904.82,649.22,2378.77,224.43,192.43,87.38,0,747.3,669.77,519.97,150.23,705.22,352.78,132.1,165.8,391.77,678.53,326.58,406.03,929.27,705.98,688.45,530.32,311.42,1439.1,1363.05,741.82,1266.3,522.82,130.73,410.73,339.95,916.38,1341.7,590.52,2304.58,767.47,658.2,993.73,1046.4,821.77,332.0,412.55,385.15,580.87,779.58,2312.95,281.2,258.8,864.27,226.65,268.48,1714.9,336.73,919.23,1555.23,1572.75
San Francisco,683.1,639.6,653.28,392.6,599.5,622.8,1023.35,756.13,810.93,895.67,1475.57,316.55,375.12,949.17,520.88,638.25,763.33,112.77,89.38,885.2,1259.27,755.17,72.52,216.92,495.88,1026.78,1413.13,115.2,758.68,519.43,175.65,1611.02,298.47,875.4,895.12,415.85,189.92,468.88,441.52,467.08,818.53,540.8,766.38,341.02,704.5,530.0,533.95,544.58,774.78,164.45,1022.87,411.07,750.93,796.27,394.53,284.12,861.43,380.58,886.72,732.0,269.7,,801.17,714.23,351.02,294.43,571.88,253.57,665.85,516.02,446.47,192.87,757.93,492.47,250.2,,697.88,914.43,153.42,88.63,958.12,378.27,652.12,807.02,1046.05,770.85,312.32,150.22,149.4,408.18,103.73,813.52,622.35,1017.32,596.92,832.6,1678.8,415.4,431.42,919.98,138.9,565.33,884.2,863.37,908.62,382.67,376.12,263.63,308.68,192.62,1957.73,878.08,925.82,971.38,996.1,0,263.48,409.25,1021.72,122.6,780.23,945.97,831.58,533.38,225.37,752.5,709.77,189.12,286.35,265.85,624.27,786.37,1025.4,672.35,215.78,560.32,731.77,1021.25,719.13,771.58,203.37,362.4,541.93,1622.9,267.48,1134.48,288.82,246.92,238.23,670.83,690.95,925.63,553.82,249.95,626.5,775.95,726.48,272.4,861.82,805.73,470.92,697.43,279.1,579.2,377.62
San Jose,722.88,440.98,451.07,334.6,400.88,424.18,824.73,557.52,612.32,818.85,1398.75,314.18,438.2,750.55,322.27,675.03,564.72,176.1,208.1,686.58,1362.07,556.55,159.6,212.85,297.27,828.17,1336.32,137.88,560.07,647.85,194.35,1650.8,321.4,676.78,696.5,501.07,108.0,270.27,242.9,268.47,619.92,652.4,567.77,89.52,505.88,447.42,531.08,342.37,576.17,105.93,824.25,155.58,548.72,719.45,3976.43,201.53,662.82,513.47,688.1,533.38,260.63,,602.55,515.62,148.8,303.78,369.67,290.35,463.63,313.8,247.85,232.65,559.32,560.83,208.85,1531.93,499.27,715.82,228.05,126.8,759.5,418.05,569.53,730.2,847.43,572.23,229.73,246.8,200.92,399.12,145.68,614.9,420.13,818.7,636.7,633.98,1471.55,455.18,499.78,721.37,93.62,363.12,685.58,664.75,710.0,318.98,368.45,283.35,304.28,110.03,1750.48,679.47,727.2,772.77,797.48,159.7,0,326.67,823.1,102.02,581.62,747.35,632.97,450.8,50.88,550.28,627.18,303.07,69.48,183.27,422.05,587.75,823.18,740.72,206.72,600.1,529.55,822.63,636.55,572.97,250.3,430.77,343.32,1662.68,307.27,935.87,374.03,216.1,197.22,472.22,608.37,727.02,355.2,137.37,666.28,577.33,524.27,275.07,663.2,607.12,510.7,498.82,270.03,647.57,368.55
San Luis Obispo,1342.7,467.13,626.32,626.05,498.97,557.73,692.03,566.53,576.62,755.88,1335.78,577.63,1012.87,743.27,,,540.18,474.55,463.77,641.45,1605.18,531.53,403.27,489.2,696.35,766.47,1273.35,422.27,531.75,,464.8,2270.62,600.85,609.08,613.42,,351.72,,,,547.22,,555.07,367.82,486.83,222.13,1227.2,,530.47,376.0,750.55,447.9,531.77,656.48,1125.28,211.03,702.65,1229.3,695.4,507.27,,173.83,563.87,506.92,,362.73,,1098.1,1057.68,921.22,793.32,1149.18,538.8,,516.3,1468.97,546.57,653.28,480.5,402.88,688.8,1050.47,345.35,809.08,714.73,534.98,89.0,525.05,466.37,1078.93,430.13,556.2,,769.23,1256.52,591.28,2060.23,1168.87,739.43,648.67,348.5,,726.78,605.23,666.28,620.43,1050.77,532.8,574.07,315.38,,620.4,652.17,713.65,723.35,402.72,331.02,0,690.4,370.47,574.92,767.48,560.27,218.18,350.57,548.3,345.13,546.52,353.43,357.62,657.95,455.05,,,494.6,1219.92,700.45,757.4,391.52,565.55,,,,,,803.17,,522.77,466.25,468.63,380.18,717.78,,406.98,,553.63,533.43,541.52,609.13,582.12,1194.42,453.5,521.48,1165.38,1052.27
San Marcos,1402.28,305.38,507.42,839.25,425.07,453.83,405.45,239.63,274.72,523.83,377.6,811.88,998.55,157.37,625.67,499.47,263.18,785.93,786.72,230.4,2110.87,287.27,730.45,780.25,420.67,194.43,301.5,764.68,252.47,1389.05,806.75,2330.2,803.8,349.42,342.72,1219.23,708.67,581.7,568.3,577.87,198.32,1402.42,263.17,614.27,276.93,446.43,1535.15,714.37,275.27,719.33,384.32,685.85,270.87,458.08,4402.25,794.6,546.22,1734.98,501.5,235.37,790.03,609.93,277.53,244.02,635.8,698.68,752.57,763.78,800.63,620.8,648.27,720.63,261.9,1178.23,863.72,1079.78,292.67,259.98,812.45,744.02,81.9,952.78,365.45,435.18,473.68,269.45,587.65,839.35,804.48,882.8,780.08,304.3,692.13,94.97,1316.1,330.37,232.62,1674.55,1047.38,352.42,686.45,627.12,568.98,280.33,319.85,821.13,836.45,756.75,776.02,698.95,2415.27,305.17,138.55,128.73,136.32,733.83,649.97,537.7,0,708.42,304.02,164.45,177.37,405.5,660.73,286.4,419.25,839.4,661.03,739.18,519.05,377.13,1446.6,1357.98,647.02,1279.5,566.55,243.33,394.47,290.43,803.7,952.92,590.72,2312.08,750.0,647.13,1093.23,894.6,834.2,310.62,456.28,383.88,583.6,785.33,2435.68,265.73,264.27,751.38,219.02,250.83,1700.1,325.6,794.43,1627.2,844.15
San Mateo,729.45,610.28,623.97,462.72,570.18,593.48,994.03,726.82,781.62,874.95,1454.85,386.67,421.47,919.85,491.57,693.92,734.02,158.8,159.5,855.88,1337.18,725.85,127.13,287.03,466.57,997.47,1392.42,196.37,729.37,597.35,267.43,1657.37,368.58,846.08,865.8,493.57,271.08,439.57,412.2,437.77,789.22,618.72,737.07,262.42,675.18,501.45,604.07,515.27,745.47,245.62,993.55,336.75,721.62,775.55,464.65,255.57,832.12,435.67,857.4,702.68,330.72,,771.85,684.92,321.7,215.83,542.57,309.23,636.53,486.7,417.15,240.73,728.62,535.4,341.98,1588.03,668.57,885.12,223.53,169.88,928.8,424.62,623.57,786.3,1016.73,741.53,283.77,227.78,203.88,478.3,188.87,784.2,593.03,988.0,643.27,803.28,1597.23,461.75,474.35,890.67,60.22,536.02,854.88,834.05,879.3,452.78,446.23,333.75,378.8,164.07,1876.17,848.77,896.5,942.07,966.78,135.18,184.8,380.7,992.4,0,750.92,916.65,802.27,504.83,146.72,723.18,681.22,266.68,207.7,237.3,594.95,757.05,996.08,715.28,276.8,606.67,702.45,991.93,690.58,742.27,264.38,405.33,512.62,1669.25,315.35,1105.17,366.53,338.98,330.3,641.52,662.4,896.32,524.5,191.4,672.85,746.63,697.17,342.52,832.5,776.42,517.27,668.12,349.22,622.13,447.73
San Pedro,1214.55,218.52,397.33,694.52,310.33,369.1,294.72,181.93,120.98,379.1,510.0,667.15,853.82,459.75,570.93,354.73,187.77,639.2,639.98,325.15,1952.6,177.88,583.72,635.52,342.62,456.1,433.9,617.95,124.52,1188.32,660.02,2142.47,659.07,261.17,276.82,1018.5,561.93,524.77,526.57,538.13,272.07,1201.68,185.45,467.53,163.82,358.7,1376.88,509.63,209.97,761.57,541.1,539.12,128.15,279.7,4257.52,656.72,418.72,1576.72,361.47,121.15,645.3,522.2,199.58,71.3,504.53,551.95,561.93,619.05,653.9,462.53,596.53,652.82,165.4,1021.5,716.98,1131.88,162.35,340.77,665.72,597.28,367.17,808.05,300.55,351.45,389.95,219.08,459.92,692.62,657.75,738.07,633.35,198.58,480.87,463.37,1128.37,236.68,477.88,1516.28,889.12,388.12,539.72,468.85,442.85,326.35,371.63,676.4,691.72,612.02,631.28,552.22,2227.53,344.08,301.43,411.67,317.42,587.1,503.23,509.97,381.77,561.68,0,455.02,299.43,550.57,514.0,159.85,345.07,692.67,514.3,592.45,434.32,336.42,1289.87,1384.85,502.28,1091.77,396.82,,366.75,121.63,739.15,808.18,368.5,2155.35,714.93,643.0,892.5,747.87,687.47,216.45,461.57,237.92,415.0,638.6,2205.95,168.12,126.82,606.65,282.52,243.65,1541.83,246.5,649.7,1460.7,699.42
