,Alturas,Arleta,Arvin,Auburn,Bakersfield,Bakersfield Southwest,Barstow,Bell Gardens,Bellflower,Blythe,Brawley,Carmichael,Chico,Chula Vista,Clovis,Coalinga,Compton,Concord,Corte Madera,Costa Mesa,Crescent City,Culver City,Daly City,Davis,Delano,El Cajon,El Centro,El Cerrito,El Monte,Eureka,Fairfield,Fall River Mills,Folsom,Fontana,Fontana Commercial Drive Test Center,Fort Bragg,Fremont,Fresno,Fresno Commercial Drive Test Center,Fresno North,Fullerton,Garberville,Gardena Commercial Drive Test Center,Gilroy,Glendale,Goleta,Grass Valley,Hanford,Hawthorne,Hayward,Hemet,Hollister,Hollywood,Indio,Jackson,King City,Lake Isabella,Lakeport,Lancaster,Lincoln Park,Lodi,Lompoc,Long Beach,Los Angeles,Los Banos,Los Gatos,Madera,Manteca,Mariposa,Mendota,Merced,Modesto,Montebello,Mt Shasta,Napa,Needles,Newhall,Norco,Novato,Oakland,Oceanside,Oroville,Oxnard,Palm Desert,Palm Springs,Pasadena,Paso Robles,Petaluma,Pittsburg,Placerville,Pleasanton,Pomona,Porterville,Poway,Quincy,Rancho Cucamonga,Rancho San Diego Industry Business Center,Red Bluff,Redding,Redlands,Redwood City,Reedley,Ridgecrest,Riverside,Riverside East,Rocklin,Roseville,Sacramento,Sacramento South,Salinas,San Andreas,San Bernardino,San Clemente,San Diego,San Diego Clairemont,San Francisco,San Jose,San Luis Obispo,San Marcos,San Mateo,San Pedro,San Ysidro,Santa Ana,Santa Barbara,Santa Clara,Santa Monica,Santa Paula,Santa Rosa,Santa Teresa,Seaside,Shafter,Simi Valley,Sonora,South Lake Tahoe,Stockton,Susanville,Taft,Temecula,Thousand Oaks,Torrance,Tracy,Truckee,Tulare,Tulelake,Turlock,Twentynine Palms,Ukiah,Vacaville,Vallejo,Van Nuys,Ventura,Victorville,Visalia,Watsonville,Weaverville,West Covina,West Hollywood,West Sacramento Commercial Drive Test Center,Westminster,Whittier,Willows,Winnetka,Woodland,Yreka,Yuba City
Fort Bragg,397.06666666666666,498.85,443.2,241.41666666666663,430.1833333333333,429.1,545.4166666666666,533.1,540.0166666666667,713.9333333333333,697.5,225.7,223.95,636.6,359.21666666666664,347.5,534.1166666666667,197.08333333333331,168.23333333333332,558.6666666666666,266.6,515.2333333333333,199.28333333333333,209.6,413.9333333333333,633.8666666666667,710.1166666666667,182.35,531.6166666666667,167.06666666666666,187.51666666666668,323.45,236.65,556.1333333333333,558.6166666666667,0.0,214.46666666666667,343.28333333333336,346.9833333333333,350.53333333333336,547.85,108.2,532.0166666666667,255.83333333333331,508.56666666666666,475.7166666666666,242.9833333333333,372.6666666666667,527.5166666666667,204.88333333333333,605.6166666666667,272.01666666666665,513.9166666666666,626.65,272.95,324.3833333333333,535.85,100.31666666666666,496.25,521.1333333333333,248.53333333333333,446.53333333333336,538.8333333333334,523.8833333333333,285.76666666666665,237.88333333333333,326.9833333333333,248.55,340.1666666666667,322.9,294.31666666666666,263.9,530.35,305.96666666666664,179.68333333333334,675.8833333333333,490.31666666666666,561.2,158.25,186.78333333333333,600.4833333333333,219.91666666666663,528.0166666666667,620.1166666666667,613.65,520.4666666666667,366.6833333333333,146.85,207.9,253.7,211.56666666666663,547.4,416.98333333333335,630.1833333333333,313.1333333333333,552.1333333333333,641.9666666666667,224.88333333333333,250.51666666666668,570.1,218.9333333333333,373.5833333333333,531.3166666666667,569.9833333333333,570.5166666666667,230.83333333333331,233.78333333333333,220.85,222.13333333333333,280.8666666666667,285.15,563.95,576.9166666666666,626.3666666666667,623.4833333333333,192.36666666666667,235.91666666666663,393.15,612.5666666666667,209.11666666666667,535.2333333333333,642.2666666666667,555.7,481.9666666666666,237.26666666666668,515.7333333333333,511.51666666666665,132.11666666666667,240.63333333333333,291.2,413.0833333333333,509.98333333333335,317.1666666666667,323.5833333333333,249.21666666666667,342.4166666666667,427.56666666666666,591.6666666666666,522.2166666666667,532.3666666666667,234.21666666666667,300.15,385.1666666666667,391.85,275.51666666666665,646.8833333333333,75.96666666666667,197.58333333333331,179.28333333333333,502.81666666666666,511.28333333333336,561.7,384.2,276.1333333333333,297.4,538.6666666666666,517.0333333333333,215.25,548.9333333333333,544.0166666666667,184.11666666666667,513.8333333333334,200.01666666666668,337.96666666666664,196.16666666666663
Fremont,361.05,313.01666666666665,257.3666666666667,134.63333333333333,244.35,243.26666666666668,359.5833333333333,347.26666666666665,354.18333333333334,528.1,511.6666666666667,118.91666666666669,187.9333333333333,450.76666666666665,179.53333333333333,161.66666666666666,348.28333333333336,49.05,53.016666666666666,372.8333333333333,394.25,329.4,43.18333333333333,93.96666666666668,229.2,448.03333333333336,524.2833333333333,40.6,345.78333333333336,294.71666666666664,64.96666666666667,287.43333333333334,125.01666666666668,370.3,372.78333333333336,213.8,0.0,163.6,167.3,170.85,362.01666666666665,235.85,346.18333333333334,51.43333333333333,322.7333333333333,271.31666666666666,165.01666666666668,186.83333333333331,341.68333333333334,14.916666666666666,419.78333333333336,67.6,328.0833333333333,440.81666666666666,126.18333333333334,119.98333333333332,350.01666666666665,157.18333333333334,310.4166666666667,335.3,84.58333333333333,242.11666666666667,353.0,338.05,99.48333333333332,33.483333333333334,147.3,68.85,160.46666666666667,137.06666666666666,114.63333333333334,84.2,344.51666666666665,269.95,71.58333333333333,490.05,304.4833333333333,375.3666666666667,63.38333333333333,31.816666666666663,414.65,166.13333333333333,323.6166666666667,434.28333333333336,427.81666666666666,334.6333333333333,162.26666666666668,73.83333333333333,62.3,142.08333333333334,30.366666666666667,361.56666666666666,237.28333333333333,444.35,259.96666666666664,366.3,456.1333333333333,188.86666666666667,214.5,384.26666666666665,25.4,193.9,345.4833333333333,384.15,384.6833333333333,124.06666666666666,127.81666666666666,109.21666666666668,110.51666666666668,76.46666666666667,122.58333333333331,378.1166666666667,391.0833333333333,440.53333333333336,437.65,48.96666666666667,31.516666666666666,188.7333333333333,426.73333333333335,30.766666666666666,349.4,456.4333333333333,369.8666666666667,277.55,32.86666666666667,329.9,316.21666666666664,84.06666666666666,36.21666666666667,86.78333333333333,227.25,324.15,137.46666666666667,211.95,73.26666666666667,305.7333333333333,241.7333333333333,405.8333333333333,329.95,346.53333333333336,54.53333333333333,199.55,205.46666666666667,355.85,95.81666666666666,461.05,139.31666666666666,75.01666666666667,59.016666666666666,316.9833333333333,306.8666666666667,375.8666666666667,204.5,71.71666666666667,263.06666666666666,352.8333333333333,331.2,100.95,363.1,358.18333333333334,148.1,328.0,98.56666666666666,301.96666666666664,140.73333333333332
Fresno,440.4666666666666,186.36666666666667,123.6,182.85,99.8,109.18333333333334,219.66666666666663,220.61666666666667,227.53333333333333,401.45,385.01666666666665,165.81666666666666,240.9,324.1166666666667,20.58333333333333,65.3,221.63333333333333,158.8,182.51666666666668,246.1833333333333,523.7666666666667,202.75,180.03333333333333,168.78333333333333,75.3,321.3833333333333,397.6333333333333,170.11666666666667,219.13333333333333,424.23333333333335,176.68333333333334,368.6666666666667,171.33333333333334,243.65,246.13333333333333,343.31666666666666,163.78333333333333,0.0,8.35,13.65,235.36666666666667,365.3666666666667,219.53333333333333,117.86666666666666,196.08333333333331,226.51666666666668,213.21666666666667,42.583333333333336,215.03333333333333,154.88333333333333,293.1333333333333,112.81666666666666,201.4333333333333,314.1666666666667,162.53333333333333,135.98333333333332,210.1,279.06666666666666,183.76666666666668,208.65,120.43333333333334,197.33333333333331,226.35,211.4,68.41666666666667,149.61666666666667,22.8,105.45,81.03333333333333,43.71666666666667,52.43333333333333,86.63333333333334,217.86666666666667,351.1666666666667,185.2,350.1166666666667,177.83333333333334,248.71666666666667,192.88333333333333,161.25,288.0,219.5,228.95,307.6333333333333,301.1666666666667,207.9833333333333,117.16666666666669,203.35,158.4,188.4,141.11666666666667,234.91666666666663,78.35,317.7,313.3333333333333,239.65,329.4833333333333,270.1,295.71666666666664,257.6166666666667,168.61666666666667,34.95,205.55,257.5,258.05,172.26666666666668,176.01666666666668,153.6,146.6,140.31666666666666,146.85,251.46666666666667,264.43333333333334,313.8833333333333,311.0,179.13333333333333,147.88333333333333,143.95,300.0833333333333,170.68333333333334,222.75,329.78333333333336,243.21666666666667,232.76666666666668,156.68333333333334,203.26666666666668,199.03333333333333,213.58333333333331,140.41666666666666,150.63333333333333,95.81666666666666,197.5,122.51666666666668,258.26666666666665,114.8,355.55,130.48333333333332,279.18333333333334,209.7333333333333,219.9,114.3,247.75,46.53333333333333,437.06666666666666,78.93333333333334,321.1166666666667,268.81666666666666,181.3,176.41666666666666,190.33333333333331,211.6833333333333,235.95,45.55,142.23333333333332,344.28333333333336,226.1833333333333,204.55,156.36666666666667,236.45,231.53333333333333,229.31666666666663,201.35,175.91666666666666,383.1833333333333,195.53333333333333
Fresno Commercial Drive Test Center,445.15,179.86666666666667,117.1,187.53333333333333,93.31666666666666,102.68333333333334,213.16666666666663,214.13333333333333,221.05,394.9666666666666,378.53333333333336,170.5,245.6,317.6333333333333,20.03333333333333,64.28333333333333,215.15,163.48333333333332,187.21666666666667,239.6833333333333,528.45,196.25,184.71666666666667,173.46666666666667,68.8,314.9,391.1333333333333,174.8,212.63333333333333,428.9166666666667,181.36666666666667,373.35,176.03333333333333,237.16666666666663,239.65,348.0,168.46666666666667,8.4,0.0,13.0,228.86666666666667,370.05,213.05,122.55,189.6,222.75,217.91666666666663,36.1,208.55,159.56666666666666,286.65,117.51666666666668,194.95,307.6666666666667,167.23333333333332,134.95,203.6,283.76666666666665,177.26666666666668,202.16666666666663,125.13333333333334,193.56666666666663,219.85,204.91666666666663,73.1,154.3,27.5,110.15,85.73333333333333,44.91666666666666,57.11666666666667,91.31666666666666,211.38333333333333,355.8666666666667,189.88333333333333,343.6333333333333,171.35,242.21666666666667,197.58333333333331,165.93333333333334,281.51666666666665,224.2,222.46666666666667,301.15,294.68333333333334,201.5,113.4,208.03333333333333,163.1,193.08333333333331,145.8,228.41666666666663,71.85,311.21666666666664,318.01666666666665,233.15,323.0,274.78333333333336,300.4166666666667,251.13333333333333,173.31666666666666,28.466666666666665,199.05,251.0,251.55,176.96666666666667,180.71666666666667,158.3,151.3,145.0,151.55,244.96666666666667,257.95,307.4,304.51666666666665,183.83333333333331,152.56666666666666,140.18333333333334,293.5833333333333,175.36666666666667,216.26666666666668,323.28333333333336,236.7333333333333,229.0,161.36666666666667,196.76666666666668,192.53333333333333,218.26666666666668,145.11666666666667,155.33333333333334,89.31666666666666,191.01666666666668,127.2,262.96666666666664,119.5,360.2333333333333,126.71666666666668,272.68333333333334,203.25,213.4,118.98333333333332,252.45,40.03333333333333,441.76666666666665,83.63333333333334,314.6333333333333,273.51666666666665,185.9833333333333,181.11666666666667,183.85,205.2,229.45,39.06666666666667,146.93333333333334,348.9833333333333,219.7,198.06666666666663,161.05,229.96666666666667,225.03333333333333,234.01666666666668,194.86666666666667,180.6,387.8666666666667,200.2333333333333
Fresno North,447.28333333333336,190.9833333333333,128.21666666666667,189.66666666666663,104.43333333333334,113.8,224.28333333333333,225.2333333333333,232.16666666666663,406.06666666666666,389.65,172.63333333333333,247.7333333333333,328.7333333333333,21.716666666666665,71.95,226.26666666666668,165.61666666666667,189.35,250.8,530.5833333333334,207.36666666666667,186.85,175.61666666666667,79.91666666666667,326.0,402.25,176.93333333333334,223.75,431.05,183.5,375.48333333333335,178.16666666666666,248.28333333333333,250.76666666666668,350.1333333333333,170.6,13.45,12.966666666666669,0.0,239.9833333333333,372.1833333333333,224.15,124.68333333333334,200.7,231.05,220.05,47.2,219.66666666666663,161.7,297.75,119.65,206.06666666666663,318.78333333333336,169.36666666666667,142.61666666666667,214.71666666666667,285.9,188.38333333333333,213.28333333333333,127.26666666666668,201.86666666666667,230.96666666666667,216.01666666666668,75.25,156.43333333333334,29.633333333333333,112.28333333333332,81.46666666666667,49.6,59.25,93.46666666666668,222.4833333333333,358.0,192.01666666666668,354.7333333333333,182.45,253.33333333333331,199.71666666666667,168.06666666666666,292.6166666666667,226.33333333333331,233.58333333333331,312.25,305.78333333333336,212.6,121.68333333333334,210.16666666666663,165.23333333333332,195.21666666666667,147.93333333333334,239.53333333333333,82.96666666666667,322.3333333333333,320.15,244.26666666666668,334.1,276.9166666666667,302.55,262.2333333333333,175.45,39.56666666666667,210.16666666666663,262.1166666666667,262.6666666666667,179.1,182.85,160.43333333333334,153.43333333333334,147.13333333333333,153.68333333333334,256.0833333333333,269.05,318.5,315.6166666666667,185.96666666666667,154.7,148.48333333333332,304.7,177.51666666666668,227.38333333333333,334.4,247.85,237.3,163.5,207.88333333333333,203.65,220.4,147.25,157.46666666666667,100.43333333333334,202.11666666666667,129.33333333333334,265.1,121.63333333333334,362.3666666666667,135.0,283.8,214.35,224.51666666666668,121.11666666666666,254.58333333333331,51.15,443.9,85.76666666666667,325.7333333333333,275.65,188.11666666666667,183.25,194.96666666666667,216.31666666666663,240.56666666666663,50.16666666666666,149.06666666666666,351.1166666666667,230.8,209.16666666666663,163.18333333333334,241.06666666666663,236.15,236.15,205.9833333333333,182.75,390.01666666666665,202.36666666666667
Fullerton,647.7166666666667,57.5,138.2,412.6666666666667,142.4,140.91666666666666,102.95,26.1,18.03333333333333,194.63333333333333,178.2,395.0833333333333,464.81666666666666,103.56666666666666,246.66666666666663,220.75,20.85,366.73333333333335,390.45,29.23333333333333,731.7,41.11666666666667,386.1,393.25,166.06666666666666,100.81666666666666,188.63333333333333,378.05,33.2,632.1666666666666,385.51666666666665,592.5666666666667,400.1833333333333,50.16666666666666,47.48333333333333,551.25,363.48333333333335,235.35,229.58333333333331,239.95,0.0,573.3,27.316666666666663,317.55,47.23333333333333,140.6,443.03333333333336,213.9833333333333,35.083333333333336,362.81666666666666,84.13333333333334,312.51666666666665,49.31666666666667,107.33333333333331,391.3,273.1166666666667,164.46666666666667,494.6333333333333,106.08333333333331,35.666666666666664,349.71666666666664,183.9,26.7,37.266666666666666,279.0,349.31666666666666,254.45,333.9833333333333,312.68333333333334,251.2333333333333,284.0833333333333,318.28333333333336,29.28333333333333,575.0833333333334,393.1333333333333,233.4,68.05,35.15,400.8333333333333,369.1833333333333,67.45,443.4166666666667,105.5,100.81666666666666,94.35,40.56666666666667,231.21666666666667,411.28333333333336,368.53333333333336,417.23333333333335,349.05,32.36666666666667,191.83333333333331,97.15,537.25,43.73333333333333,108.91666666666669,494.0,519.6333333333333,54.53333333333333,368.31666666666666,225.4333333333333,166.85,43.03333333333333,49.03333333333333,402.0833333333333,405.8333333333333,382.8833333333333,375.8833333333333,314.21666666666664,378.5,55.93333333333333,43.86666666666667,93.33333333333331,90.45,387.06666666666666,347.56666666666666,219.6,79.51666666666667,375.2166666666666,33.2,109.21666666666668,19.95,128.73333333333332,356.3666666666667,46.73333333333333,102.41666666666669,421.51666666666665,340.1166666666667,333.05,158.06666666666666,72.61666666666666,354.1666666666667,468.3333333333333,338.3833333333333,562.8,150.18333333333334,61.86666666666667,81.53333333333333,32.81666666666667,334.15,477.56666666666666,196.7333333333333,660.9833333333333,310.6,135.66666666666666,476.76666666666665,395.56666666666666,384.3666666666667,58.766666666666666,100.91666666666669,77.68333333333334,208.95,341.6666666666667,568.2,34.06666666666667,52.78333333333333,380.8333333333333,24.25,21.53333333333333,453.23333333333335,68.26666666666667,399.8333333333333,607.1,419.45
Garberville,389.3333333333333,523.1833333333333,467.55,265.76666666666665,454.53333333333336,453.4333333333333,569.7666666666667,557.45,564.3666666666667,738.2833333333333,721.85,250.03333333333333,248.28333333333333,660.95,383.56666666666666,371.85,558.4666666666667,221.4333333333333,192.56666666666663,583.0,165.31666666666666,539.5833333333334,223.61666666666667,233.95,438.28333333333336,658.2166666666667,734.45,206.7,555.9666666666667,65.76666666666667,211.86666666666667,315.71666666666664,261.0,580.4833333333333,582.9666666666667,108.88333333333334,238.81666666666663,367.6333333333333,371.3333333333333,374.8833333333333,572.1833333333333,0.0,556.3666666666667,280.18333333333334,532.9166666666666,500.06666666666666,267.3333333333333,397.01666666666665,551.8666666666667,229.21666666666667,629.9666666666667,296.3666666666667,538.2666666666667,650.9833333333333,297.3,348.7333333333333,560.2,124.65,520.6,545.4833333333333,272.8666666666667,470.8833333333333,563.1666666666666,548.2333333333333,310.1166666666667,262.2333333333333,351.3333333333333,272.9,364.51666666666665,347.25,318.6666666666667,288.25,554.7,298.2333333333333,204.03333333333333,700.2333333333333,514.6666666666666,585.55,182.58333333333331,211.13333333333333,624.8333333333334,244.26666666666668,552.3666666666667,644.4666666666667,638.0,544.8166666666667,391.03333333333336,171.2,232.25,278.05,235.91666666666663,571.7333333333333,441.3333333333333,654.5333333333333,337.46666666666664,576.4666666666667,666.3166666666667,229.9333333333333,242.78333333333333,594.45,243.28333333333333,397.9333333333333,555.65,594.3333333333334,594.8666666666667,255.1833333333333,258.1333333333333,245.1833333333333,246.4833333333333,305.21666666666664,309.4833333333333,588.3,601.2666666666667,650.7166666666667,647.8333333333334,216.71666666666667,260.26666666666665,417.5,636.9,233.45,559.5833333333334,666.6,580.05,506.31666666666666,261.6166666666667,540.0833333333334,535.8666666666667,156.46666666666667,264.9833333333333,315.55,437.4333333333333,534.3333333333334,341.51666666666665,347.9166666666667,273.55,345.06666666666666,451.9166666666667,616.0,546.5666666666667,556.7166666666667,258.56666666666666,324.5,409.51666666666665,384.1333333333333,299.8666666666667,671.2333333333333,100.31666666666666,221.91666666666663,203.63333333333333,527.1666666666666,535.6166666666667,586.05,408.53333333333336,300.4833333333333,196.1,563.0166666666667,541.3833333333333,239.6,573.2833333333333,568.35,208.46666666666667,538.1833333333333,224.35,317.25,220.5
Gardena Commercial Drive Test Center,632.05,44.9,122.51666666666668,396.98333333333335,126.71666666666668,125.25,119.56666666666666,22.75,16.633333333333333,214.21666666666667,197.8,379.4166666666667,449.1333333333333,117.15,231.0,205.08333333333331,9.95,351.06666666666666,374.78333333333336,39.2,716.0333333333333,21.616666666666667,370.4166666666667,377.5833333333333,150.4,114.4,202.21666666666667,362.3666666666667,35.166666666666664,616.4833333333333,369.8333333333333,576.9,384.5,66.65,63.96666666666667,535.5666666666667,347.8,219.6833333333333,213.9,224.28333333333333,28.3,557.6166666666667,0.0,301.8833333333333,36.63333333333333,119.8,427.3666666666667,198.3,14.95,347.15,103.73333333333332,296.8333333333333,36.75,126.93333333333334,375.6333333333333,257.45,163.13333333333333,478.9666666666666,90.41666666666669,29.816666666666663,334.03333333333336,163.1,19.366666666666667,17.433333333333334,263.31666666666666,333.6333333333333,238.78333333333333,318.3,297.01666666666665,235.55,268.4,302.6166666666667,30.016666666666666,559.4166666666666,377.4666666666666,250.01666666666668,52.38333333333333,54.75,385.15,353.51666666666665,81.01666666666667,427.73333333333335,84.7,120.4,113.93333333333334,43.0,215.55,395.6166666666667,352.85,401.55,333.3666666666667,51.96666666666667,176.15,110.73333333333332,521.5666666666667,60.21666666666667,122.5,478.3333333333333,503.9666666666666,74.13333333333334,352.6333333333333,209.75,158.58333333333334,62.63333333333333,68.63333333333334,386.4166666666667,390.1666666666667,367.2,360.2,298.53333333333336,362.8333333333333,75.51666666666667,57.45,106.91666666666669,104.01666666666668,371.4,331.9,198.8,93.1,359.53333333333336,15.516666666666667,122.8,36.333333333333336,107.93333333333334,340.7,27.23333333333333,86.75,405.85,324.45,317.3833333333333,142.4,55.73333333333333,338.5,452.65,322.71666666666664,547.1333333333333,134.5,81.46666666666667,60.73333333333333,15.15,318.4833333333333,461.9,181.06666666666663,645.3,294.9166666666667,155.25,461.0833333333333,379.9,368.6833333333333,39.25,80.11666666666666,94.31666666666666,193.28333333333333,326.0,552.5333333333333,38.7,39.8,365.1666666666667,29.466666666666665,28.98333333333333,437.56666666666666,47.46666666666667,384.15,591.4166666666666,403.78333333333336
Gilroy,392.28333333333336,265.0833333333333,209.4333333333333,165.88333333333333,196.41666666666663,195.33333333333331,311.65,299.3333333333333,306.25,480.1666666666667,463.73333333333335,150.16666666666666,219.1833333333333,402.8333333333333,132.83333333333334,113.73333333333332,300.35,77.41666666666667,94.43333333333334,324.9,435.6833333333333,281.46666666666664,72.88333333333334,125.21666666666668,181.26666666666668,400.1,476.35,82.01666666666667,297.85,336.1333333333333,96.2,318.68333333333334,156.26666666666668,322.3666666666667,324.85,255.21666666666667,50.266666666666666,116.9,120.6,124.15,314.06666666666666,277.26666666666665,298.25,0.0,274.8,223.51666666666668,196.25,138.9,293.75,56.35,371.85,19.816666666666663,280.15,392.8833333333333,154.55,72.18333333333334,302.0833333333333,198.61666666666667,262.4833333333333,287.3666666666667,112.96666666666668,194.33333333333331,305.05,290.1166666666667,51.55,36.1,100.6,97.21666666666668,134.38333333333333,89.13333333333334,92.51666666666668,101.08333333333331,296.5833333333333,301.2,103.83333333333331,442.1166666666667,256.55,327.43333333333334,104.8,73.23333333333333,366.7166666666666,197.38333333333333,275.81666666666666,386.35,379.8833333333333,286.7,114.48333333333332,115.26666666666668,90.66666666666669,173.31666666666666,58.73333333333333,313.6166666666667,190.6,396.4166666666667,291.2,318.3666666666667,408.2,220.11666666666667,245.7333333333333,336.3333333333333,55.1,147.2,297.53333333333336,336.21666666666664,336.75,155.3,159.05,140.46666666666667,139.11666666666667,28.666666666666668,150.95,330.18333333333334,343.15,392.6,389.7166666666666,84.35,34.36666666666667,140.95,378.78333333333336,62.0,301.46666666666664,408.5,321.93333333333334,229.76666666666668,43.15,281.96666666666664,268.43333333333334,125.48333333333332,26.9,39.0,179.31666666666666,276.21666666666664,162.56666666666666,243.2,101.63333333333334,336.9833333333333,193.8,357.8833333333333,282.15,298.6,82.9,230.78333333333333,158.78333333333333,387.0833333333333,98.23333333333332,413.1166666666667,180.7333333333333,106.26666666666668,95.05,269.05,259.0833333333333,327.93333333333334,157.8,30.73333333333333,294.31666666666666,304.9,283.26666666666665,132.2,315.1666666666667,310.25,179.35,280.06666666666666,129.81666666666666,333.2,171.96666666666667
Glendale,608.3833333333333,18.183333333333334,98.86666666666666,373.3333333333333,103.06666666666666,101.58333333333331,106.86666666666666,32.68333333333333,39.61666666666667,212.81666666666663,196.38333333333333,355.75,425.48333333333335,138.83333333333334,207.35,181.4333333333333,34.75,327.4,351.1333333333333,62.3,692.3666666666667,30.8,346.76666666666665,353.9166666666667,126.75,136.1,209.0,338.71666666666664,30.48333333333333,592.8333333333334,346.18333333333334,553.25,360.85,55.016666666666666,57.5,511.9166666666667,324.15,196.03333333333333,190.25,200.61666666666667,47.43333333333333,533.9666666666667,35.55,278.2333333333333,0.0,102.4,403.7,174.65,36.5,323.4833333333333,104.5,273.18333333333334,23.116666666666667,125.53333333333332,351.96666666666664,233.78333333333333,139.48333333333332,455.3,66.75,20.73333333333333,310.3833333333333,145.7,43.8,23.48333333333333,239.66666666666663,309.9833333333333,215.11666666666667,294.65,273.35,211.9,244.75,278.95,29.95,535.75,353.8,237.33333333333331,28.716666666666665,60.083333333333336,361.5,329.85,102.71666666666668,404.0833333333333,67.3,119.0,112.53333333333332,19.35,191.88333333333333,371.95,329.2,377.9,309.71666666666664,46.266666666666666,152.5,132.41666666666666,497.9166666666667,51.016666666666666,144.2,454.6666666666667,480.3,68.98333333333333,328.9833333333333,186.1,134.93333333333334,68.86666666666666,69.4,362.75,366.51666666666665,343.55,336.55,274.8833333333333,339.1666666666667,62.833333333333336,79.15,128.6,125.71666666666668,347.75,308.2333333333333,181.4,114.78333333333332,335.8833333333333,41.41666666666666,144.48333333333332,55.3,90.53333333333332,317.03333333333336,31.3,63.083333333333336,382.1833333333333,300.78333333333336,293.71666666666664,118.73333333333332,33.28333333333333,314.8333333333333,429.0,299.05,523.4666666666667,110.85,90.53333333333332,43.333333333333336,41.03333333333333,294.81666666666666,438.23333333333335,157.4,621.65,271.26666666666665,153.85,437.4333333333333,356.2333333333333,345.03333333333336,22.33333333333333,62.71666666666667,81.61666666666666,169.63333333333333,302.35,528.8666666666667,36.28333333333333,26.73333333333333,341.5,52.766666666666666,43.6,413.9,30.066666666666663,360.5,567.7666666666667,380.1166666666667
Goleta,612.6166666666667,100.31666666666666,153.8,386.2166666666666,158.0,156.53333333333333,202.11666666666667,126.78333333333332,127.43333333333334,308.05,291.6333333333333,370.48333333333335,439.5,223.2333333333333,238.4,189.2,120.75,297.75,314.76666666666665,145.28333333333333,656.0,101.85,293.2,345.53333333333336,181.6833333333333,220.4833333333333,304.2333333333333,302.35,125.73333333333332,556.4666666666667,316.53333333333336,539.0166666666667,375.3833333333333,150.26666666666668,152.75,475.55,270.5833333333333,226.85,223.11666666666667,231.36666666666667,138.65,497.6,118.63333333333334,225.21666666666667,102.75,0.0,416.5833333333333,200.76666666666668,114.15,276.6666666666667,199.75,232.08333333333331,105.85,220.76666666666668,366.51666666666665,159.83333333333334,212.38333333333333,418.9333333333333,132.2,114.81666666666666,324.9166666666667,50.05,125.45,111.6,254.2,256.4166666666667,245.95,309.18333333333334,304.18333333333334,226.4333333333333,275.5833333333333,303.78333333333336,124.03333333333332,521.5166666666667,324.15,332.56666666666666,95.4,155.31666666666666,325.1333333333333,293.56666666666666,187.1,417.7,60.9,214.2333333333333,207.76666666666668,114.58333333333331,114.88333333333334,335.5833333333333,311.0,392.4333333333333,279.06666666666666,141.51666666666668,207.4333333333333,216.81666666666663,511.53333333333336,146.25,228.58333333333331,440.4333333333333,466.06666666666666,164.21666666666667,275.43333333333334,234.53333333333333,207.83333333333331,164.1,164.65,375.6333333333333,379.3833333333333,358.0833333333333,351.0833333333333,200.9333333333333,362.9166666666667,158.06666666666666,163.53333333333333,213.0,210.1,304.6666666666667,254.6833333333333,88.3,199.1833333333333,282.31666666666666,121.86666666666666,228.88333333333333,144.76666666666668,14.85,263.4833333333333,102.36666666666666,53.5,345.81666666666666,247.2333333333333,219.78333333333333,173.68333333333334,82.51666666666667,345.6666666666667,462.31666666666666,313.5833333333333,557.3,146.9,185.78333333333333,67.23333333333333,119.0,303.2333333333333,451.1166666666667,212.35,607.4166666666666,297.6666666666667,249.08333333333331,401.06666666666666,326.5833333333333,315.3833333333333,94.66666666666669,44.15,176.86666666666667,219.86666666666667,228.4,514.6333333333333,131.51666666666668,108.95,352.53333333333336,135.55,134.51666666666668,399.6666666666667,87.28333333333333,350.1333333333333,553.5333333333333,392.3
