GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,,S1901_C01_002E,S1901_C01_002M,,S1901_C01_003E,S1901_C01_003M,,S1901_C01_004E,S1901_C01_004M,,S1901_C01_005E,S1901_C01_005M,,S1901_C01_006E,S1901_C01_006M,,S1901_C01_007E,S1901_C01_007M,,S1901_C01_008E,S1901_C01_008M,,S1901_C01_009E,S1901_C01_009M,,S1901_C01_010E,S1901_C01_010M,,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
8600000US93219,ZCTA5 93219,2578,266,19.95,7.5,17.2,180.46,7,3.8,335.14,13,4.7,335.14,13,5.2,538.802,20.9,8.1,402.168,15.6,4.9,208.818,8.1,4.3,275.846,10.7,5.2,72.184,2.8,2.5,41.248,1.6,1.9,41012,3050,53256,6936,65.6,(X),(X),(X),(X),(X),2147,285,6.6,4,7.3,4.6,10.6,4.3,12,5.1,22.4,8.9,15.8,5.5,9.3,5,10.9,5.9,3.3,2.9,1.9,2.3,42188,6136,56100,7867,(X),(X),65.1,(X),(X),(X),1320,217,4.1,3.9,8.4,5.9,8.8,5.3,6.7,5,18.7,7.3,20.3,7.5,11.7,6.6,16,8.5,2.1,3.6,3.1,3.7,53333,14127,N,N,(X),(X),(X),(X),(X),(X),431,146,19.3,16.3,11.1,9.3,25.8,17.3,22.7,19.5,9.7,10.1,5.6,8.5,0.9,1.3,4.9,7.4,0,8.9,0,8.9,21875,12663,27158,8822,(X),(X),(X),(X),62.4,(X)
8600000US93220,ZCTA5 93220,45,63,63,100,17.2,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,0,0,49,-,**,-,**,0,(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),45,63,100,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,-,**,-,**,(X),(X),(X),(X),0,(X)
8600000US93221,ZCTA5 93221,4820,416,24.96,6,17.2,289.2,6,2.6,486.82,10.1,2.5,327.76,6.8,2.5,761.56,15.8,3.6,535.02,11.1,3.2,718.18,14.9,3.9,621.78,12.9,3.3,404.88,8.4,4.2,390.42,8.1,2.5,61782,11233,85545,8335,45.7,(X),(X),(X),(X),(X),3573,264,5.8,2.7,2,2,10.7,3,7.8,3.2,14.8,4,11.4,3.9,13.6,4.7,16.4,4.3,7.8,2.2,9.7,3,68688,10787,92723,9969,(X),(X),49.5,(X),(X),(X),2599,285,2.2,2.3,0,1.5,8.6,3.7,6,3.4,13,4.2,11,4.1,18.2,6.3,18.2,4.8,9.6,2.9,13.3,4.1,84713,10567,N,N,(X),(X),(X),(X),(X),(X),1247,330,12.6,6.2,16.7,8.7,11.4,5.4,6.8,4.3,8.5,4.7,9.1,4.3,18.4,7.9,4.2,2.7,11.7,15.1,0.6,1,41012,24489,59432,19745,(X),(X),(X),(X),33.2,(X)
8600000US93222,ZCTA5 93222,909,246,36.9,15,17.2,5.454,0.6,0.7,56.358,6.2,4.8,228.159,25.1,17.9,48.177,5.3,4.1,149.985,16.5,8.4,92.718,10.2,5.8,70.902,7.8,5.6,107.262,11.8,9.4,15.453,1.7,2.6,46625,23490,64645,15209,19.6,(X),(X),(X),(X),(X),507,227,9.1,12.5,0,7.6,0,7.6,34.5,28,3.2,3.2,20.5,13.1,10.3,8.4,7.7,7.5,11.8,10.3,3,4.7,52813,29548,72544,22380,(X),(X),16.6,(X),(X),(X),469,221,2.1,3.7,0,8.2,0,8.2,37.3,28.7,3,3.3,22.2,14.6,11.1,9.2,8.3,8.2,12.8,11.4,3.2,5.2,55787,35510,N,N,(X),(X),(X),(X),(X),(X),402,129,22.4,20.8,1.2,1.6,13.9,11.1,13.2,10.7,8,7.2,11.4,10.6,10.2,9.5,8,8.9,11.7,17.4,0,9.5,-,**,54682,23749,(X),(X),(X),(X),23.4,(X)
8600000US93223,ZCTA5 93223,2862,217,2.821,1.3,17.2,349.164,12.2,5.7,409.266,14.3,4.5,294.786,10.3,4.2,426.438,14.9,4.3,555.228,19.4,4.7,360.612,12.6,4.8,357.75,12.5,7.6,60.102,2.1,1.9,8.586,0.3,0.4,44286,10850,55879,7233,54.9,(X),(X),(X),(X),(X),2316,151,1.4,1.5,11.9,7.2,10.9,4,15.2,6.7,14.6,4.6,16.6,5.4,14.3,5.2,12,8.9,2.6,2.4,0.3,0.5,42267,10243,56824,8714,(X),(X),54.2,(X),(X),(X),1408,188,0,2.8,6,4.6,8.1,5,14.3,7,19.2,7.3,18,7.5,14.7,7.8,16.8,14.2,3,3.5,0,2.8,54362,12844,N,N,(X),(X),(X),(X),(X),(X),546,182,3.7,4.8,22.3,10.9,26,12.4,3.1,4.3,13.9,11.8,20.1,11.7,3.5,4,7.3,11.4,0,7.1,0,7.1,24214,16057,38901,10372,(X),(X),(X),(X),46.3,(X)
8600000US93224,ZCTA5 93224,122,21,0.861,4.1,17.2,14.03,11.5,8.4,6.954,5.7,5.8,15.982,13.1,7.9,20.008,16.4,10.1,14.03,11.5,7.9,26.962,22.1,9.7,10.98,9,6.5,5.978,4.9,5.7,1.952,1.6,4,49500,29981,64413,15084,25.4,(X),(X),(X),(X),(X),88,23,0,34.6,8,8.1,4.5,5,12.5,9.7,18.2,13,19.3,12.4,20.5,12.1,10.2,8.6,4.5,4.9,2.3,5.7,54375,25800,69326,17520,(X),(X),22.7,(X),(X),(X),54,18,0,44.8,0,44.8,1.9,4.7,14.8,13.3,13,12.5,20.4,15.7,22.2,12.9,16.7,12.7,7.4,8,3.7,8.6,76250,22025,N,N,(X),(X),(X),(X),(X),(X),34,14,14.7,21.1,20.6,21.3,8.8,14.7,17.6,16.8,17.6,19.7,8.8,10.4,5.9,12.4,5.9,9,0,56.4,0,56.4,33000,26888,36747,12311,(X),(X),(X),(X),32.4,(X)
8600000US93225,ZCTA5 93225,2024,265,13.78,5.2,17.2,115.368,5.7,4,184.184,9.1,4.5,163.944,8.1,4.4,418.968,20.7,7.8,463.496,22.9,6.6,194.304,9.6,4.1,167.992,8.3,3.7,66.792,3.3,1.9,141.68,7,9.3,52300,9636,71420,19674,36,(X),(X),(X),(X),(X),1296,261,2.5,4,4.6,4.4,5.4,4.9,9.5,6.7,12.8,10,28.4,9.2,9.5,5.5,11.1,5.9,5.2,3.1,11,13.9,60957,11254,82586,20317,(X),(X),26.9,(X),(X),(X),982,270,0,4,3,4.5,4.2,5,4.2,5.5,16.9,13.4,25.2,10.2,12.5,7.2,13.8,6.7,5.8,4,14.5,17.6,72414,20652,N,N,(X),(X),(X),(X),(X),(X),728,142,10,6.7,7.7,7.3,15.7,8,5.6,6.9,34.8,13,13,10.2,9.8,7.3,3.4,3.2,0,5.3,0,5.3,37041,3230,40912,6787,(X),(X),(X),(X),34.8,(X)
8600000US93226,ZCTA5 93226,51,28,0,0,17.2,1.989,3.9,8.2,16.983,33.3,28.5,6.018,11.8,17.3,1.989,3.9,7,0,0,46.1,14.025,27.5,22.9,8.976,17.6,19.1,1.02,2,7.8,0,0,46.1,-,**,58747,22407,17.6,(X),(X),(X),(X),(X),29,20,0,61.1,6.9,15.4,34.5,35.9,20.7,28.9,6.9,14.5,0,61.1,6.9,11.1,24.1,31.1,0,61.1,0,61.1,-,**,52372,32052,(X),(X),31,(X),(X),(X),26,19,0,64.5,7.7,17,26.9,39.1,23.1,32.3,7.7,16.9,0,64.5,7.7,12.2,26.9,33.6,0,64.5,0,64.5,-,**,N,N,(X),(X),(X),(X),(X),(X),22,18,0,70.1,0,70.1,31.8,40.4,0,70.1,0,70.1,0,70.1,54.5,41.4,9.1,19.4,4.5,16.4,0,70.1,76250,42456,67150,33822,(X),(X),(X),(X),0,(X)
8600000US93230,ZCTA5 93230,22529,489,22.983,4.7,17.2,878.631,3.9,0.9,1712.204,7.6,1.4,2117.726,9.4,1.6,2906.241,12.9,2,4167.865,18.5,2.1,3221.647,14.3,1.9,3920.046,17.4,2.1,1509.443,6.7,1.2,1036.334,4.6,1,65674,3561,80149,3702,47.7,(X),(X),(X),(X),(X),17304,584,3.6,1,2.8,1,6.7,1.6,9.4,1.6,11.9,1.9,19.2,2.5,15.3,2.2,17.6,2.5,8,1.6,5.6,1.2,70667,4115,85052,3781,(X),(X),48.4,(X),(X),(X),11667,621,1.1,0.7,1.7,0.9,4.2,1.6,5.5,1.6,10,2.2,18.8,3,17.9,3,22.7,3.3,10.6,2.1,7.5,1.7,84030,5642,100476,4431,(X),(X),(X),(X),(X),(X),5225,460,10,3.5,7.6,2.3,13.6,4.1,10.8,3.5,16.1,4.8,18.5,4.2,10.4,3.6,10.3,2.9,1.7,1.1,1.1,0.9,41100,5430,56351,8188,(X),(X),(X),(X),40.6,(X)
8600000US93234,ZCTA5 93234,1927,200,22.4,11.2,17.2,165.722,8.6,4.2,416.232,21.6,7.1,221.605,11.5,6.5,204.262,10.6,5,325.663,16.9,7.8,94.423,4.9,3.5,229.313,11.9,10.2,34.686,1.8,2.1,21.197,1.1,1.7,31788,9377,47777,9966,46.1,(X),(X),(X),(X),(X),1609,156,11.1,4.9,8.5,4.1,16.3,7.1,13.9,7.7,11.5,5.5,20.3,8.9,3.7,3.5,12.4,11.9,1.1,1.8,1.3,2.1,35461,11295,48753,10953,(X),(X),35.4,(X),(X),(X),1026,184,5,4.4,3.2,2.9,15,8.8,14.2,9.2,13.8,7.7,19.8,11.4,5.8,5.6,19.4,17.6,1.8,2.9,2,3.4,47237,15651,N,N,(X),(X),(X),(X),(X),(X),318,184,24.2,27.5,20.4,23,25.2,21.8,3.5,5.9,6,10,6.3,9.8,0,11.8,9.4,15.4,5,8.2,0,11.8,18185,6362,34333,21985,(X),(X),(X),(X),87.4,(X)
8600000US93235,ZCTA5 93235,1217,242,11.132,4.6,17.2,133.87,11,7.8,205.673,16.9,11.8,74.237,6.1,5.5,367.534,30.2,15.7,107.096,8.8,5,158.21,13,9.5,65.718,5.4,7.6,47.463,3.9,4,0,0,3.2,39332,3554,46578,8652,41.2,(X),(X),(X),(X),(X),1041,269,5.4,6.5,4.1,6.1,16.2,13.4,7.1,6.2,35.9,18.9,10.3,5.6,10,7.5,6.3,9,4.6,4.7,0,3.8,39336,2322,48815,9439,(X),(X),31.4,(X),(X),(X),669,167,5.5,7.8,0,5.8,19.7,16.9,11.1,9.1,15.8,13.8,15.2,8.3,15.5,10.2,9.9,13.5,7.2,7.3,0,5.8,44212,23678,N,N,(X),(X),(X),(X),(X),(X),176,105,0,20.2,51.7,34.9,26.7,24.6,0,20.2,21.6,28.3,0,20.2,0,20.2,0,20.2,0,20.2,0,20.2,14700,5180,20082,8597,(X),(X),(X),(X),62.5,(X)
8600000US93238,ZCTA5 93238,438,208,16.224,7.8,17.2,48.18,11,17.3,204.108,46.6,29.3,0,0,8.7,32.85,7.5,9.8,49.932,11.4,16.4,49.056,11.2,17.7,2.19,0.5,0.7,14.892,3.4,6.1,3.066,0.7,1.1,23325,8047,40896,17315,60.7,(X),(X),(X),(X),(X),92,85,0,33.6,0,33.6,0,33.6,0,33.6,32.6,41.8,51.1,51.1,0,33.6,0,33.6,16.3,29.7,0,33.6,55851,17696,70408,37192,(X),(X),16.3,(X),(X),(X),92,85,0,33.6,0,33.6,0,33.6,0,33.6,32.6,41.8,51.1,51.1,0,33.6,0,33.6,16.3,29.7,0,33.6,55851,17696,N,N,(X),(X),(X),(X),(X),(X),346,200,9.8,18,13.9,22.1,59,32.7,0,10.9,0.9,1.3,0.9,1.7,14.2,22.2,0.6,0.9,0,10.9,0.9,1.5,19651,7534,33049,18378,(X),(X),(X),(X),72.5,(X)
8600000US93239,ZCTA5 93239,589,268,7.772,2.9,17.2,0,0,6.6,44.764,7.6,8.9,38.874,6.6,7.1,275.063,46.7,25.7,106.02,18,12.7,44.175,7.5,8.1,63.023,10.7,13,0,0,6.6,0,0,6.6,41707,8766,51843,11506,29.5,(X),(X),(X),(X),(X),436,199,7.8,9.4,0,8.8,4.1,7.1,8.9,9.6,33.5,28.7,24.3,15.8,6.9,8.1,14.4,17,0,8.8,0,8.8,42175,24233,54435,14264,(X),(X),36,(X),(X),(X),369,200,4.6,8.6,0,10.3,0,10.3,10.6,11.6,39.6,31.7,20.1,15.7,8.1,10.2,17.1,20.8,0,10.3,0,10.3,42200,26037,N,N,(X),(X),(X),(X),(X),(X),153,175,0,22.7,0,22.7,18.3,38.3,0,22.7,72.5,48.6,0,22.7,9.2,23.1,0,22.7,0,22.7,0,22.7,41092,15100,39882,12071,(X),(X),(X),(X),0,(X)
8600000US93240,ZCTA5 93240,2640,447,15.198,3.4,17.2,409.2,15.5,6.5,514.8,19.5,10,335.28,12.7,5.6,279.84,10.6,5.2,256.08,9.7,5.1,374.88,14.2,7.1,293.04,11.1,6,87.12,3.3,3.5,0,0,1.5,33793,13328,50719,7486,36.3,(X),(X),(X),(X),(X),1793,410,3.4,2.8,11.1,7.1,21,13.5,11.9,6.6,13,7.3,7,4.6,14.2,8.2,14.4,8.4,4,4.9,0,2.2,39260,15522,54674,10681,(X),(X),35.2,(X),(X),(X),1068,307,2.7,3.3,3.7,4.3,14,13.1,13.9,9.6,14.7,10.9,7.3,6.8,17,10,19.9,13.1,6.6,8,0,3.7,51471,28488,N,N,(X),(X),(X),(X),(X),(X),847,255,5.3,4.3,26.6,14.7,14.3,10.4,12.6,9.9,8.1,6,17.9,13.1,11.7,12.8,1.5,3.2,1.9,3,0,4.6,28731,15417,39524,10262,(X),(X),(X),(X),38.6,(X)
8600000US93241,ZCTA5 93241,4498,385,31.955,8.3,17.2,314.86,7,4.4,967.07,21.5,6.1,494.78,11,3.7,841.126,18.7,3.9,886.106,19.7,5.2,323.856,7.2,2.7,233.896,5.2,2.1,40.482,0.9,1,26.988,0.6,0.6,36741,6746,45124,4210,27.9,(X),(X),(X),(X),(X),3727,348,8.3,3.5,2.1,1.6,22.7,6.7,13.6,4.4,18.8,4.6,19.6,6.1,7,2.9,5.9,2.4,1.1,1.2,0.8,0.7,38750,7711,47101,4547,(X),(X),25.6,(X),(X),(X),2437,333,1.6,1.3,0.8,0.6,20.7,7.7,12.6,5.1,23,5.6,24,8.3,7,3.3,8,3.6,1.2,1.5,1.1,1.1,44656,3155,N,N,(X),(X),(X),(X),(X),(X),771,257,13.1,8.3,28.8,21.1,18.8,13.2,6.4,6.2,14.8,10.5,10.4,9.3,6.1,6.2,1.7,2.7,0,5.1,0,5.1,18364,8494,29570,7757,(X),(X),(X),(X),33.2,(X)
8600000US93242,ZCTA5 93242,1105,208,14.976,7.2,17.2,24.31,2.2,2.9,91.715,8.3,5.7,218.79,19.8,13.3,142.545,12.9,6.8,177.905,16.1,7.2,122.655,11.1,5.8,129.285,11.7,6.8,67.405,6.1,4.7,50.83,4.6,4.5,49659,18625,72305,15767,38.8,(X),(X),(X),(X),(X),790,144,7.6,7,2.4,3.9,7.1,6.4,9,5.9,16.3,8.6,21.3,8.9,13.5,6.4,11,6.6,5.3,4.1,6.5,5.8,60847,11096,80089,16496,(X),(X),45.4,(X),(X),(X),641,142,2.7,4.5,0,6,3.3,4.1,10.5,7,18.4,10.3,21.7,10.3,16.1,7.5,13.6,8.1,5.9,4.9,8,7.1,70117,13399,N,N,(X),(X),(X),(X),(X),(X),315,173,6.3,10.3,7.6,9.9,5.4,8.4,47,34.6,4.1,6.7,3.2,4.9,5.1,10,13.3,17.3,7.9,13.2,0,11.9,26761,15174,52084,27285,(X),(X),(X),(X),22.2,(X)
8600000US93243,ZCTA5 93243,661,199,0.398,0.2,17.2,76.015,11.5,13.2,226.723,34.3,22.2,44.287,6.7,11.3,35.033,5.3,6.5,177.809,26.9,16.5,11.237,1.7,1.6,60.812,9.2,8.9,15.203,2.3,3.6,13.22,2,3.4,34006,29941,53973,16940,10.4,(X),(X),(X),(X),(X),472,201,0,8.1,9.3,15,36.7,30,0,8.1,7.4,9.6,29,21.1,1.7,1.5,12.9,12.7,0.2,0.7,2.8,5,-,**,58956,24662,(X),(X),9.3,(X),(X),(X),307,181,0,12.2,14.3,22.7,34.9,42.2,0,12.2,11.4,15.7,12.4,18.6,2.6,2.4,19.9,22.3,0.3,1.1,4.2,8.7,-,**,N,N,(X),(X),(X),(X),(X),(X),189,110,0.5,1.4,16.9,25.2,41.3,29.4,23.3,32.5,0,19,9,14.6,1.6,4,0,19,7.4,12.2,0,19,23994,15560,38014,18311,(X),(X),(X),(X),0.5,(X)
8600000US93244,ZCTA5 93244,132,51,0,0,17.2,0,0,25.7,3.036,2.3,3.8,24.948,18.9,18.7,0,0,25.7,48.972,37.1,19.3,8.976,6.8,6.7,12.012,9.1,11.1,8.976,6.8,10.5,24.948,18.9,17.7,68750,27432,127277,59265,43.9,(X),(X),(X),(X),(X),103,46,0,31.1,0,31.1,2.9,4.8,0,31.1,0,31.1,43.7,22.3,8.7,8.3,11.7,14,8.7,13.2,24.3,21.1,76458,68312,153422,68386,(X),(X),47.6,(X),(X),(X),100,46,0,31.7,0,31.7,0,31.7,0,31.7,0,31.7,45,23.2,9,8.5,12,14.5,9,13.6,25,21.6,-,**,N,N,(X),(X),(X),(X),(X),(X),29,28,0,61.1,0,61.1,0,61.1,86.2,25.5,0,61.1,13.8,25.5,0,61.1,0,61.1,0,61.1,0,61.1,33359,7164,33776,5315,(X),(X),(X),(X),31,(X)
8600000US93245,ZCTA5 93245,12005,502,23.594,4.7,17.2,276.115,2.3,1,780.325,6.5,1.8,1116.465,9.3,2.4,1572.655,13.1,2.4,2437.015,20.3,3,2064.86,17.2,2.9,1764.735,14.7,2.9,816.34,6.8,1.7,624.26,5.2,1.4,65631,4877,80062,4157,39.5,(X),(X),(X),(X),(X),9347,453,4.8,1.9,2,1.1,4.5,1.9,9.7,3.1,13.8,2.9,20.4,3.2,17.1,3.3,15.5,3.4,6.4,1.8,5.7,1.7,66762,6183,81907,4660,(X),(X),39.8,(X),(X),(X),6702,486,0.9,0.9,1.1,0.8,3.1,1.5,7.3,3.3,11.3,3.1,20.9,4.1,21.4,4,18.8,3.8,8.3,2.4,7,2.3,81442,5203,N,N,(X),(X),(X),(X),(X),(X),2658,418,9.7,5.1,4.8,2.9,13.7,5.5,10.8,5.9,12.5,4.8,17,5.2,12.5,6.1,9.3,4,6.4,4.5,3.3,2.9,48587,8953,64117,9227,(X),(X),(X),(X),37.3,(X)
8600000US93247,ZCTA5 93247,5343,365,40.15,11,17.2,336.609,6.3,2.3,924.339,17.3,4.8,630.474,11.8,3.1,817.479,15.3,6,1025.856,19.2,4.3,422.097,7.9,3.5,411.411,7.7,3.3,112.203,2.1,1.2,69.459,1.3,0.8,39426,6051,49439,4439,44.9,(X),(X),(X),(X),(X),4005,349,9.6,5.1,6.7,3.1,12,4.2,9.4,3.2,15.9,7.4,23.4,6,9.9,4.8,8.7,4,2.7,1.6,1.7,1,44260,7953,55942,5655,(X),(X),45.4,(X),(X),(X),2899,413,8.2,6,4.7,3,9.9,4.5,8.2,3.4,19.4,9.5,24.5,6.7,9.5,4.5,11,5.5,2.8,1.7,1.8,1.2,48563,13466,N,N,(X),(X),(X),(X),(X),(X),1338,320,16.7,8.1,6.6,4.3,35.1,11,17.9,9,11.9,7.7,10.2,4.6,0.7,1.2,0.9,1.4,0,2.9,0,2.9,21125,6877,26166,3929,(X),(X),(X),(X),36.2,(X)
8600000US93249,ZCTA5 93249,530,69,7.452,10.8,17.2,13.78,2.6,4.4,72.08,13.6,7.6,108.12,20.4,7,106,20,8.2,82.15,15.5,6.7,53,10,5.6,29.15,5.5,5.4,6.89,1.3,2,2.12,0.4,0.7,35833,4451,45144,7727,19.1,(X),(X),(X),(X),(X),370,61,5.4,4.9,1.6,2.8,5.7,5.2,17.8,7.5,24.9,10.4,20,9.3,14.3,8,7.8,7.6,1.9,2.9,0.5,1,43333,7540,55575,9769,(X),(X),23.2,(X),(X),(X),295,63,2,3.5,0,12.7,7.1,6.3,20,8.6,20.3,9.4,20.7,10.3,16.9,9.4,9.8,9.4,2.4,3.7,0.7,1.3,50221,16559,N,N,(X),(X),(X),(X),(X),(X),160,52,23.1,14.7,8.8,14.4,31.9,20.4,22.5,15.2,8.8,9.8,5,7.9,0,21.9,0,21.9,0,21.9,0,21.9,19464,4779,20306,5032,(X),(X),(X),(X),9.4,(X)
8600000US93250,ZCTA5 93250,3264,253,14.674,5.8,17.2,133.824,4.1,2,535.296,16.4,4.4,558.144,17.1,5.3,603.84,18.5,4.9,414.528,12.7,5.7,473.28,14.5,4.9,212.16,6.5,3,110.976,3.4,2,29.376,0.9,1.4,38111,2854,51313,5063,30.5,(X),(X),(X),(X),(X),2805,227,5.5,3.5,2.3,1.7,13.1,4,18.3,5.3,20.4,5.7,12.5,5.9,16.4,5.7,6.3,3.3,4,2.3,1.1,1.6,39423,3563,54166,5481,(X),(X),33.5,(X),(X),(X),2043,286,2,2.6,1.6,1.7,10.8,4.7,14.8,6,23.9,7.3,13.4,7.2,20.6,7.3,6.2,3.5,5.2,3.2,1.5,2.2,45401,13325,N,N,(X),(X),(X),(X),(X),(X),459,143,15.7,14.6,15.3,10.3,32.5,16.9,20.5,14.9,7,6.6,5.9,9.6,3.3,4.9,0,8.3,0,8.3,0,8.3,20938,4031,23987,4935,(X),(X),(X),(X),9.8,(X)
8600000US93251,ZCTA5 93251,75,21,1.68,8,17.2,3,4,4.9,5.025,6.7,9.7,11.025,14.7,12.5,15,20,13,15,20,13.9,18,24,13.9,0,0,38,2.025,2.7,4.2,0,0,38,46719,17807,52436,9366,40,(X),(X),(X),(X),(X),64,21,17.2,12.2,4.7,5.8,6.3,10,12.5,13.5,15.6,10.6,25,16,15.6,14.1,0,41.1,3.1,4.8,0,41.1,43750,17810,46869,11399,(X),(X),29.7,(X),(X),(X),43,20,0,50.2,0,50.2,9.3,13.9,9.3,13.7,23.3,16.2,32.6,20.9,20.9,18.1,0,50.2,4.7,7.4,0,50.2,57188,13184,N,N,(X),(X),(X),(X),(X),(X),11,6,0,99.2,0,99.2,9.1,26.1,27.3,37.2,0,99.2,9.1,22.5,54.5,42.3,0,99.2,0,99.2,0,99.2,77813,65122,62209,22113,(X),(X),(X),(X),54.5,(X)
8600000US93252,ZCTA5 93252,902,102,11.526,11.3,17.2,47.806,5.3,3.8,120.868,13.4,5.3,101.926,11.3,5.7,239.932,26.6,9.3,108.24,12,4.8,85.69,9.5,4.7,12.628,1.4,1.9,64.042,7.1,5.7,18.04,2,2.2,40870,7141,52698,10093,35.1,(X),(X),(X),(X),(X),588,76,9.7,5.5,1.5,2.4,7.7,4.3,7.5,5.6,34.9,12.7,11.7,5.3,13.4,6.9,1.9,2.7,10.9,8.4,0.9,1.3,44613,2733,61456,13163,(X),(X),30.3,(X),(X),(X),502,82,6,4.8,0,7.7,5.8,3.9,8.8,6.6,38.4,14.2,10.4,5.5,14.7,7.8,2.2,3.2,12.7,9.6,1,1.5,45556,3725,N,N,(X),(X),(X),(X),(X),(X),314,95,15.9,9.5,12.4,9.4,27.7,12.2,13.4,9.4,11.1,9.4,12.4,8.9,2.2,3,0.6,1.4,0,11.9,4.1,5.9,23241,4150,35372,12364,(X),(X),(X),(X),44.3,(X)
8600000US93254,ZCTA5 93254,338,87,9.048,10.4,17.2,4.056,1.2,1.5,56.108,16.6,15,53.066,15.7,9.7,56.108,16.6,9.2,40.898,12.1,7.9,33.124,9.8,7.1,52.052,15.4,9.3,3.042,0.9,1.4,5.07,1.5,2.6,39375,12845,54449,12373,38.8,(X),(X),(X),(X),(X),170,47,0,20.8,2.4,3,3.5,4,18.8,16.6,12.9,11.9,19.4,14.2,19.4,13.4,20.6,15.2,0,20.8,2.9,5.1,63409,24165,72325,17106,(X),(X),47.1,(X),(X),(X),134,46,0,25.4,3,3.8,4.5,5,15.7,15.9,12.7,14.5,24.6,17.4,9.7,8.7,26.1,17.7,0,25.4,3.7,6.4,62955,22348,N,N,(X),(X),(X),(X),(X),(X),168,81,20.8,17.6,0,21,29.8,26.9,12.5,11.8,20.2,15.7,4.8,6.7,0,21,10.1,12,1.8,2.9,0,21,-,**,36360,14293,(X),(X),(X),(X),30.4,(X)
8600000US93255,ZCTA5 93255,456,175,5.775,3.3,17.2,36.936,8.1,13.7,109.896,24.1,18.2,102.144,22.4,21.4,63.84,14,15.7,62.928,13.8,13.5,15.048,3.3,5.6,0,0,8.4,50.16,11,16.6,0,0,8.4,28200,17131,50050,26053,21.3,(X),(X),(X),(X),(X),194,114,7.7,12.3,0,18.5,25.3,25,26.8,32.2,8.2,13.2,32,28.9,0,18.5,0,18.5,0,18.5,0,18.5,26587,21660,37607,13770,(X),(X),24.2,(X),(X),(X),130,102,11.5,19.5,0,26,0,26,40,44.3,12.3,20.7,36.2,39.6,0,26,0,26,0,26,0,26,-,**,N,N,(X),(X),(X),(X),(X),(X),262,147,0,14.1,14.1,24.1,23.3,30.2,19.1,27.2,18.3,24,6.1,10.3,0,14.1,0,14.1,19.1,28.3,0,14.1,29150,27607,58531,43861,(X),(X),(X),(X),19.1,(X)
